specimen,pause_group,pixel_row,pixel_col,pixel_flat,T1,T2,T3,T4,T5,T6,delta_T1,delta_T2,delta_T3,delta_T4,delta_T5,delta_T6,T_mean_across_layers,T_std_across_layers
Rec-029_10s_2,10s,0,0,0,102.5875,105.7533,109.8856,110.14,110.97,111.597,0.0,3.1658,7.2981,7.5525,8.3825,9.0095,108.4889,3.5441
Rec-029_10s_2,10s,0,1,1,98.3817,101.8633,105.3011,105.6167,106.7489,107.037,0.0,3.4816,6.9194,7.235,8.3672,8.6553,104.1581,3.3784
Rec-029_10s_2,10s,0,2,2,95.3508,99.015,101.9233,102.3608,103.7911,103.78,0.0,3.6642,6.5725,7.01,8.4403,8.4292,101.0368,3.2884
Rec-029_10s_2,10s,0,3,3,93.4508,97.25,99.6933,100.3725,101.8022,101.338,0.0,3.7992,6.2425,6.9217,8.3514,7.8872,98.9845,3.1476
Rec-029_10s_2,10s,0,4,4,92.32,96.0308,98.2467,99.24,100.5967,99.982,0.0,3.7108,5.9267,6.92,8.2767,7.662,97.736,3.0981
Rec-029_10s_2,10s,0,5,5,91.5525,95.3067,97.5822,98.4267,99.8744,99.113,0.0,3.7542,6.0297,6.8742,8.3219,7.5605,96.9759,3.0868
Rec-029_10s_2,10s,0,6,6,90.6483,94.5375,96.8578,97.6575,98.9711,98.029,0.0,3.8892,6.2095,7.0092,8.3228,7.3807,96.1169,3.07
Rec-029_10s_2,10s,0,7,7,89.6067,93.405,96.2567,96.935,98.3656,96.618,0.0,3.7983,6.65,7.3283,8.7589,7.0113,95.1978,3.1833
Rec-029_10s_2,10s,0,8,8,93.4058,96.6167,99.8122,100.5975,101.5,102.097,0.0,3.2109,6.4064,7.1917,8.0942,8.6912,99.0049,3.3475
Rec-029_10s_2,10s,0,9,9,91.5533,94.99,97.8833,98.6983,99.7533,100.144,0.0,3.4367,6.33,7.145,8.2,8.5907,97.1704,3.3064
Rec-029_10s_2,10s,0,10,10,90.0592,93.6792,96.4389,97.2042,98.2456,98.517,0.0,3.62,6.3797,7.145,8.1864,8.4578,95.6907,3.2596
Rec-029_10s_2,10s,0,11,11,89.245,92.9992,95.5922,96.3017,97.4611,97.592,0.0,3.7542,6.3472,7.0567,8.2161,8.347,94.8652,3.2198
Rec-029_10s_2,10s,0,12,12,88.7025,92.4117,94.7489,95.7583,97.04,96.834,0.0,3.7092,6.0464,7.0558,8.3375,8.1315,94.2492,3.1981
Rec-029_10s_2,10s,0,13,13,88.1117,91.8683,94.3867,95.3967,96.4967,96.13,0.0,3.7566,6.275,7.285,8.385,8.0183,93.7317,3.2142
Rec-029_10s_2,10s,0,14,14,87.6608,91.3708,93.9644,94.8092,96.0733,95.37,0.0,3.71,6.3036,7.1484,8.4125,7.7092,93.2081,3.1676
Rec-029_10s_2,10s,0,15,15,86.6658,90.6025,93.4211,94.4475,95.7122,94.176,0.0,3.9367,6.7553,7.7817,9.0464,7.5102,92.5042,3.3289
Rec-029_10s_2,10s,0,16,16,88.4758,91.8242,94.6878,95.6692,96.6178,97.162,0.0,3.3484,6.212,7.1934,8.142,8.6862,94.0728,3.3265
Rec-029_10s_2,10s,0,17,17,87.5717,91.1892,93.8444,94.9892,95.8933,96.346,0.0,3.6175,6.2727,7.4175,8.3216,8.7743,93.3056,3.3592
Rec-029_10s_2,10s,0,18,18,87.1183,90.6025,93.3,94.3558,95.5311,95.695,0.0,3.4842,6.1817,7.2375,8.4128,8.5767,92.7671,3.3351
Rec-029_10s_2,10s,0,19,19,86.7108,90.15,92.8789,93.9958,95.2911,95.423,0.0,3.4392,6.1681,7.285,8.5803,8.7122,92.4083,3.3971
Rec-029_10s_2,10s,0,20,20,86.44,89.9692,92.5778,93.7683,94.7489,94.936,0.0,3.5292,6.1378,7.3283,8.3089,8.496,92.0734,3.3058
Rec-029_10s_2,10s,0,21,21,86.2133,89.5625,92.0956,93.2717,94.5078,94.23,0.0,3.3492,5.8823,7.0584,8.2945,8.0167,91.6468,3.2115
Rec-029_10s_2,10s,0,22,22,85.6258,89.155,91.8544,93.0458,94.0244,93.526,0.0,3.5292,6.2286,7.42,8.3986,7.9002,91.2052,3.2396
Rec-029_10s_2,10s,0,23,23,84.9475,88.3858,91.4322,92.4117,93.7233,92.657,0.0,3.4383,6.4847,7.4642,8.7758,7.7095,90.5929,3.311
Rec-029_10s_2,10s,0,24,24,85.355,88.7017,91.0089,92.3667,93.4222,93.795,0.0,3.3467,5.6539,7.0117,8.0672,8.44,90.7749,3.237
Rec-029_10s_2,10s,0,25,25,85.0817,88.4767,90.8278,92.1408,93.1211,93.633,0.0,3.395,5.7461,7.0591,8.0394,8.5513,90.5469,3.2534
Rec-029_10s_2,10s,0,26,26,85.0375,88.1592,90.6467,91.915,93.1822,93.253,0.0,3.1217,5.6092,6.8775,8.1447,8.2155,90.3656,3.2251
Rec-029_10s_2,10s,0,27,27,84.9025,87.8875,90.4678,91.7342,93.0011,92.927,0.0,2.985,5.5653,6.8317,8.0986,8.0245,90.1534,3.1971
Rec-029_10s_2,10s,0,28,28,84.6775,87.7525,90.2867,91.5067,92.76,92.601,0.0,3.075,5.6092,6.8292,8.0825,7.9235,89.9307,3.165
Rec-029_10s_2,10s,0,29,29,84.2708,87.3442,89.9856,91.19,92.5178,92.113,0.0,3.0734,5.7148,6.9192,8.247,7.8422,89.5702,3.1934
Rec-029_10s_2,10s,0,30,30,83.8633,87.1183,89.6211,90.9192,92.0344,91.679,0.0,3.255,5.7578,7.0559,8.1711,7.8157,89.2059,3.1663
Rec-029_10s_2,10s,0,31,31,83.2758,86.44,89.2611,90.5117,91.6111,90.755,0.0,3.1642,5.9853,7.2359,8.3353,7.4792,88.6424,3.1876
Rec-030_90s_2,90s,0,0,0,95.8238,103.4255,108.5564,109.7033,108.9789,111.27,0.0,7.6017,12.7326,13.8795,13.1551,15.4462,106.293,5.7717
Rec-030_90s_2,90s,0,1,1,91.4423,98.8873,103.13,104.6367,104.5767,106.07,0.0,7.445,11.6877,13.1944,13.1344,14.6277,101.4572,5.4922
Rec-030_90s_2,90s,0,2,2,88.3508,95.9764,99.5291,101.0189,101.1411,102.4958,0.0,7.6256,11.1783,12.6681,12.7903,14.145,98.0854,5.2667
Rec-030_90s_2,90s,0,3,3,86.1792,94.0518,96.9627,98.5478,99.15,100.2358,0.0,7.8726,10.7835,12.3686,12.9708,14.0566,95.8546,5.2038
Rec-030_90s_2,90s,0,4,4,85.2623,92.9655,95.7282,97.2222,98.0044,98.6075,0.0,7.7032,10.4659,11.9599,12.7421,13.3452,94.6317,5.0131
Rec-030_90s_2,90s,0,5,5,84.4254,92.0291,94.8418,96.4367,97.1622,97.7925,0.0,7.6037,10.4164,12.0113,12.7368,13.3671,93.7813,5.0259
Rec-030_90s_2,90s,0,6,6,83.8838,91.3373,93.9536,95.5322,96.5589,96.9342,0.0,7.4535,10.0698,11.6484,12.6751,13.0504,93.0333,4.926
Rec-030_90s_2,90s,0,7,7,83.3831,90.7455,93.0145,94.93,96.0756,96.3925,0.0,7.3624,9.6314,11.5469,12.6925,13.0094,92.4235,4.9044
Rec-030_90s_2,90s,0,8,8,86.0962,93.0173,97.1618,98.97,99.0289,100.7792,0.0,6.9211,11.0656,12.8738,12.9327,14.683,95.8422,5.4593
Rec-030_90s_2,90s,0,9,9,84.01,90.8945,94.94,96.6789,97.1589,98.5167,0.0,6.8845,10.93,12.6689,13.1489,14.5067,93.6998,5.4285
Rec-030_90s_2,90s,0,10,10,82.2546,89.56,93.1155,94.8689,95.6522,96.8433,0.0,7.3054,10.8609,12.6143,13.3976,14.5887,92.0491,5.4256
Rec-030_90s_2,90s,0,11,11,81.0885,88.7236,91.9318,93.9644,94.7489,95.8033,0.0,7.6351,10.8433,12.8759,13.6604,14.7148,91.0434,5.4807
Rec-030_90s_2,90s,0,12,12,80.6246,88.1309,91.2391,93.3,94.2667,95.0792,0.0,7.5063,10.6145,12.6754,13.6421,14.4546,90.4401,5.4159
Rec-030_90s_2,90s,0,13,13,80.0838,87.5382,90.7936,92.6367,93.7233,94.5383,0.0,7.4544,10.7098,12.5529,13.6395,14.4545,89.8857,5.4103
Rec-030_90s_2,90s,0,14,14,79.8338,87.0436,90.3509,92.0944,93.3611,93.9033,0.0,7.2098,10.5171,12.2606,13.5273,14.0695,89.4312,5.314
Rec-030_90s_2,90s,0,15,15,79.4177,86.7,89.7109,91.6711,92.8789,93.4967,0.0,7.2823,10.2932,12.2534,13.4612,14.079,88.9792,5.2918
Rec-030_90s_2,90s,0,16,16,79.8354,86.7991,90.8936,93.2389,93.7233,95.2617,0.0,6.9637,11.0582,13.4035,13.8879,15.4263,89.9587,5.7687
Rec-030_90s_2,90s,0,17,17,78.79,85.8118,89.9545,92.0956,92.94,94.1292,0.0,7.0218,11.1645,13.3056,14.15,15.3392,88.9535,5.7745
Rec-030_90s_2,90s,0,18,18,78.0792,85.3655,89.1655,91.5522,92.4589,93.6792,0.0,7.2863,11.0863,13.473,14.3797,15.6,88.3834,5.8411
Rec-030_90s_2,90s,0,19,19,77.7469,84.9718,88.8218,91.1889,92.0356,93.135,0.0,7.2249,11.0749,13.442,14.2887,15.3881,87.9833,5.793
Rec-030_90s_2,90s,0,20,20,77.4138,84.5291,88.4264,90.5278,91.7322,92.6833,0.0,7.1153,11.0126,13.114,14.3184,15.2695,87.5521,5.7506
Rec-030_90s_2,90s,0,21,21,76.9931,84.2827,87.8836,90.2856,91.43,92.3675,0.0,7.2896,10.8905,13.2925,14.4369,15.3744,87.2071,5.784
Rec-030_90s_2,90s,0,22,22,76.7015,83.9382,87.3918,89.8633,91.1289,92.005,0.0,7.2367,10.6903,13.1618,14.4274,15.3035,86.8381,5.7572
Rec-030_90s_2,90s,0,23,23,76.4092,83.4427,86.8973,89.5011,90.8889,91.5975,0.0,7.0335,10.4881,13.0919,14.4797,15.1883,86.4561,5.7545
Rec-030_90s_2,90s,0,24,24,75.6992,82.5545,86.3536,89.0189,90.1644,91.4167,0.0,6.8553,10.6544,13.3197,14.4652,15.7175,85.8679,5.8957
Rec-030_90s_2,90s,0,25,25,75.2831,82.0618,86.0082,88.7778,89.9833,90.9625,0.0,6.7787,10.7251,13.4947,14.7002,15.6794,85.5128,5.9523
Rec-030_90s_2,90s,0,26,26,74.9915,81.8627,85.7618,88.4756,89.6822,90.7375,0.0,6.8712,10.7703,13.4841,14.6907,15.746,85.2519,5.952
Rec-030_90s_2,90s,0,27,27,74.6554,81.5664,85.4173,88.2356,89.6222,90.7375,0.0,6.911,10.7619,13.5802,14.9668,16.0821,85.0391,6.0617
Rec-030_90s_2,90s,0,28,28,74.3646,81.3682,85.1209,87.8733,89.38,90.42,0.0,7.0036,10.7563,13.5087,15.0154,16.0554,84.7545,6.046
Rec-030_90s_2,90s,0,29,29,74.1962,81.1718,84.9709,87.6322,89.1989,90.1042,0.0,6.9756,10.7747,13.436,15.0027,15.908,84.5457,6.0125
Rec-030_90s_2,90s,0,30,30,73.8638,80.8773,84.5264,87.33,89.0189,89.8775,0.0,7.0135,10.6626,13.4662,15.1551,16.0137,84.249,6.0535
Rec-030_90s_2,90s,0,31,31,73.6554,80.3364,84.0345,86.9078,88.6578,89.38,0.0,6.681,10.3791,13.2524,15.0024,15.7246,83.8286,5.9892
Rec-031_30s_3,30s,0,0,0,100.3664,106.9287,107.8322,108.4738,109.87,111.8592,0.0,6.5623,7.4658,8.1074,9.5036,11.4928,107.555,3.9211
Rec-031_30s_3,30s,0,1,1,95.2382,101.1612,103.4911,103.7969,105.255,106.9733,0.0,5.923,8.2529,8.5587,10.0168,11.7351,102.6526,4.1146
Rec-031_30s_3,30s,0,2,2,91.6336,97.4325,100.0544,100.6238,101.7733,103.3092,0.0,5.7989,8.4208,8.9902,10.1397,11.6756,99.1378,4.1621
Rec-031_30s_3,30s,0,3,3,89.1655,94.7175,98.0033,98.5385,99.5575,100.8233,0.0,5.552,8.8378,9.373,10.392,11.6578,96.8009,4.2634
Rec-031_30s_3,30s,0,4,4,87.7373,93.16,96.9811,97.2862,98.2008,99.5117,0.0,5.4227,9.2438,9.5489,10.4635,11.7744,95.4795,4.3475
Rec-031_30s_3,30s,0,5,5,86.8473,92.14,96.1967,96.7008,97.4308,98.6075,0.0,5.2927,9.3494,9.8535,10.5835,11.7602,94.6538,4.4085
Rec-031_30s_3,30s,0,6,6,86.2073,91.8012,95.4111,96.1169,96.7092,97.8383,0.0,5.5939,9.2038,9.9096,10.5019,11.631,94.014,4.3383
Rec-031_30s_3,30s,0,7,7,85.7627,91.1213,94.5078,95.3654,96.0308,97.0242,0.0,5.3586,8.7451,9.6027,10.2681,11.2615,93.302,4.2097
Rec-031_30s_3,30s,0,8,8,89.4618,94.72,97.9444,98.5815,99.9183,101.275,0.0,5.2582,8.4826,9.1197,10.4565,11.8132,96.9835,4.2943
Rec-031_30s_3,30s,0,9,9,87.1936,92.2775,96.0156,96.7008,97.7925,99.1067,0.0,5.0839,8.822,9.5072,10.5989,11.9131,94.8478,4.4
Rec-031_30s_3,30s,0,10,10,85.2673,90.5788,94.5678,95.3231,96.3925,97.5667,0.0,5.3115,9.3005,10.0558,11.1252,12.2994,93.2827,4.5912
Rec-031_30s_3,30s,0,11,11,84.2818,89.2225,93.7222,94.3223,95.26,96.4825,0.0,4.9407,9.4404,10.0405,10.9782,12.2007,92.2152,4.6062
Rec-031_30s_3,30s,0,12,12,83.4436,88.7463,93.3011,93.7785,94.8083,96.0292,0.0,5.3027,9.8575,10.3349,11.3647,12.5856,91.6845,4.7366
Rec-031_30s_3,30s,0,13,13,83.0,88.2037,92.6989,93.32,94.1767,95.4417,0.0,5.2037,9.6989,10.32,11.1767,12.4417,91.1402,4.6859
Rec-031_30s_3,30s,0,14,14,82.6036,87.7975,92.1556,93.1523,93.6775,94.8083,0.0,5.1939,9.552,10.5487,11.0739,12.2047,90.6991,4.6444
Rec-031_30s_3,30s,0,15,15,82.2591,87.2562,91.9744,92.5685,93.36,94.4917,0.0,4.9971,9.7153,10.3094,11.1009,12.2326,90.3183,4.6648
Rec-031_30s_3,30s,0,16,16,83.3445,88.4075,92.7589,93.5708,94.8075,95.8475,0.0,5.063,9.4144,10.2263,11.463,12.503,91.4561,4.7282
Rec-031_30s_3,30s,0,17,17,82.1127,87.255,91.7311,92.7769,93.905,94.945,0.0,5.1423,9.6184,10.6642,11.7923,12.8323,90.4543,4.8768
Rec-031_30s_3,30s,0,18,18,81.4191,86.51,91.1889,92.36,93.3158,94.4917,0.0,5.0909,9.7698,10.9409,11.8967,13.0726,89.8809,4.9775
Rec-031_30s_3,30s,0,19,19,80.9755,86.1025,90.7078,91.9008,92.865,93.905,0.0,5.127,9.7323,10.9253,11.8895,12.9295,89.4094,4.9419
Rec-031_30s_3,30s,0,20,20,80.4845,85.6938,90.4056,91.6077,92.5483,93.68,0.0,5.2093,9.9211,11.1232,12.0638,13.1955,89.07,5.0336
Rec-031_30s_3,30s,0,21,21,80.3345,85.4237,90.1044,91.3992,92.0967,93.2267,0.0,5.0892,9.7699,11.0647,11.7622,12.8922,88.7642,4.9392
Rec-031_30s_3,30s,0,22,22,79.94,84.9475,89.6822,91.1062,91.8233,92.7733,0.0,5.0075,9.7422,11.1662,11.8833,12.8333,88.3788,4.9659
Rec-031_30s_3,30s,0,23,23,79.7918,84.7437,89.3811,90.6885,91.4158,92.5025,0.0,4.9519,9.5893,10.8967,11.624,12.7107,88.0872,4.8787
Rec-031_30s_3,30s,0,24,24,79.2991,83.9975,88.8978,90.0623,91.46,92.3225,0.0,4.6984,9.5987,10.7632,12.1609,13.0234,87.6732,5.0359
Rec-031_30s_3,30s,0,25,25,78.8536,83.8613,88.5356,89.9377,91.1883,92.14,0.0,5.0077,9.682,11.0841,12.3347,13.2864,87.4194,5.1012
Rec-031_30s_3,30s,0,26,26,78.6082,83.5238,88.2944,89.8131,90.9633,91.9583,0.0,4.9156,9.6862,11.2049,12.3551,13.3501,87.1935,5.1413
Rec-031_30s_3,30s,0,27,27,78.4609,83.2537,88.0544,89.6046,90.7833,91.5975,0.0,4.7928,9.5935,11.1437,12.3224,13.1366,86.9591,5.1046
Rec-031_30s_3,30s,0,28,28,78.1655,83.1863,87.8733,89.3108,90.5117,91.3708,0.0,5.0208,9.7078,11.1453,12.3462,13.2053,86.7364,5.0934
Rec-031_30s_3,30s,0,29,29,77.9664,82.915,87.5722,89.2269,90.15,91.2792,0.0,4.9486,9.6058,11.2605,12.1836,13.3128,86.5183,5.1073
Rec-031_30s_3,30s,0,30,30,77.6709,82.505,87.2711,88.9762,89.8792,90.9183,0.0,4.8341,9.6002,11.3053,12.2083,13.2474,86.2035,5.1196
Rec-031_30s_3,30s,0,31,31,77.5218,82.2338,86.7267,88.6846,89.6067,90.5575,0.0,4.712,9.2049,11.1628,12.0849,13.0357,85.8885,5.0498
Rec-032_30s_4,30s,0,0,0,99.0355,104.7569,108.2188,108.8733,109.8515,111.8733,0.0,5.7214,9.1833,9.8378,10.816,12.8378,107.1015,4.5886
Rec-032_30s_4,30s,0,1,1,94.5445,100.25,103.6037,104.0792,105.2162,106.6878,0.0,5.7055,9.0592,9.5347,10.6717,12.1433,102.3969,4.4026
Rec-032_30s_4,30s,0,2,2,91.3382,97.1192,100.1462,100.7333,101.9192,103.1911,0.0,5.781,8.808,9.3951,10.581,11.8529,99.0745,4.3038
Rec-032_30s_4,30s,0,3,3,89.1173,95.1146,97.7712,98.6517,99.7492,100.7189,0.0,5.9973,8.6539,9.5344,10.6319,11.6016,96.8538,4.2491
Rec-032_30s_4,30s,0,4,4,87.8836,94.03,96.685,97.3858,98.3292,99.3933,0.0,6.1464,8.8014,9.5022,10.4456,11.5097,95.6178,4.2002
Rec-032_30s_4,30s,0,5,5,87.1427,93.2785,95.94,96.6167,97.5777,98.4267,0.0,6.1358,8.7973,9.474,10.435,11.284,94.8304,4.1572
Rec-032_30s_4,30s,0,6,6,86.4527,92.4854,95.0575,95.8958,97.0362,97.7033,0.0,6.0327,8.6048,9.4431,10.5835,11.2506,94.1051,4.1674
Rec-032_30s_4,30s,0,7,7,85.8109,91.7746,94.515,95.1708,96.4923,96.7978,0.0,5.9637,8.7041,9.3599,10.6814,10.9869,93.4269,4.1405
Rec-032_30s_4,30s,0,8,8,89.2164,94.7808,97.8388,99.1492,100.04,100.9589,0.0,5.5644,8.6224,9.9328,10.8236,11.7425,96.9973,4.376
Rec-032_30s_4,30s,0,9,9,86.9955,92.8608,95.8025,97.025,97.9115,99.0289,0.0,5.8653,8.807,10.0295,10.916,12.0334,94.9374,4.429
Rec-032_30s_4,30s,0,10,10,85.3664,91.2746,94.2425,95.3975,96.4931,97.3411,0.0,5.9082,8.8761,10.0311,11.1267,11.9747,93.3525,4.4462
Rec-032_30s_4,30s,0,11,11,84.3809,90.4792,93.2263,94.5367,95.4062,96.3744,0.0,6.0983,8.8454,10.1558,11.0253,11.9935,92.4006,4.4289
Rec-032_30s_4,30s,0,12,12,83.7882,89.9785,92.5488,93.9058,94.7392,95.7722,0.0,6.1903,8.7606,10.1176,10.951,11.984,91.7888,4.4027
Rec-032_30s_4,30s,0,13,13,83.2473,89.4354,92.2775,93.4517,94.5308,95.2911,0.0,6.1881,9.0302,10.2044,11.2835,12.0438,91.3723,4.4776
Rec-032_30s_4,30s,0,14,14,82.7036,89.1008,91.8675,92.9092,94.1546,94.8089,0.0,6.3972,9.1639,10.2056,11.451,12.1053,90.9241,4.5002
Rec-032_30s_4,30s,0,15,15,82.2109,88.5169,91.2563,92.5925,93.6962,94.3256,0.0,6.306,9.0454,10.3816,11.4853,12.1147,90.4331,4.5258
Rec-032_30s_4,30s,0,16,16,83.3445,89.2685,92.2088,94.085,94.8223,95.6544,0.0,5.924,8.8643,10.7405,11.4778,12.3099,91.5639,4.6249
Rec-032_30s_4,30s,0,17,17,82.31,88.4331,91.4612,93.0917,93.9877,94.8078,0.0,6.1231,9.1512,10.7817,11.6777,12.4978,90.6819,4.68
Rec-032_30s_4,30s,0,18,18,81.7155,87.7662,90.715,92.4125,93.32,94.3267,0.0,6.0507,8.9995,10.697,11.6045,12.6112,90.0426,4.6837
Rec-032_30s_4,30s,0,19,19,81.2709,87.3077,90.5125,92.1408,92.9846,93.7244,0.0,6.0368,9.2416,10.8699,11.7137,12.4535,89.6568,4.6982
Rec-032_30s_4,30s,0,20,20,80.7782,86.9308,90.035,91.5983,92.6115,93.6033,0.0,6.1526,9.2568,10.8201,11.8333,12.8251,89.2595,4.7651
Rec-032_30s_4,30s,0,21,21,80.5318,86.7638,89.5625,91.325,92.3608,93.06,0.0,6.232,9.0307,10.7932,11.829,12.5282,88.934,4.6944
Rec-032_30s_4,30s,0,22,22,80.04,86.3054,89.3588,91.1,91.9838,92.5178,0.0,6.2654,9.3188,11.06,11.9438,12.4778,88.551,4.736
Rec-032_30s_4,30s,0,23,23,79.6936,85.6785,89.085,90.8733,91.7754,92.0956,0.0,5.9849,9.3914,11.1797,12.0818,12.402,88.2002,4.7876
Rec-032_30s_4,30s,0,24,24,79.4964,85.26,88.2025,90.33,91.3992,91.9144,0.0,5.7636,8.7061,10.8336,11.9028,12.418,87.7671,4.7295
Rec-032_30s_4,30s,0,25,25,79.2491,85.0923,88.135,90.0583,91.1492,91.7333,0.0,5.8432,8.8859,10.8092,11.9001,12.4842,87.5695,4.7335
Rec-032_30s_4,30s,0,26,26,79.0518,84.8015,87.9325,89.9225,90.9808,91.4922,0.0,5.7497,8.8807,10.8707,11.929,12.4404,87.3635,4.7466
Rec-032_30s_4,30s,0,27,27,78.8045,84.5092,87.6625,89.6983,90.6069,91.31,0.0,5.7047,8.858,10.8938,11.8024,12.5055,87.0986,4.7459
Rec-032_30s_4,30s,0,28,28,78.4109,84.3431,87.46,89.3808,90.4792,91.19,0.0,5.9322,9.0491,10.9699,12.0683,12.7791,86.8773,4.8225
Rec-032_30s_4,30s,0,29,29,78.0655,84.0931,87.1213,89.1992,90.2292,90.8889,0.0,6.0276,9.0558,11.1337,12.1637,12.8234,86.5995,4.8521
Rec-032_30s_4,30s,0,30,30,77.7191,83.8008,86.8475,88.8367,90.0623,90.5856,0.0,6.0817,9.1284,11.1176,12.3432,12.8665,86.3087,4.8813
Rec-032_30s_4,30s,0,31,31,77.3245,83.4246,86.645,88.52,89.8538,90.1644,0.0,6.1001,9.3205,11.1955,12.5293,12.8399,85.9887,4.9164
Rec-G3_S60_1,60s,0,0,0,91.9,98.4115,102.4336,104.3707,106.1929,106.9708,0.0,6.5115,10.5336,12.4707,14.2929,15.0708,101.7133,5.7007
Rec-G3_S60_1,60s,0,1,1,89.0185,95.4477,99.4843,101.3086,102.8971,103.5054,0.0,6.4292,10.4658,12.2901,13.8786,14.4869,98.6103,5.5207
Rec-G3_S60_1,60s,0,2,2,86.6392,93.1946,97.1207,98.7107,100.3007,100.9169,0.0,6.5554,10.4815,12.0715,13.6615,14.2777,96.1471,5.4155
Rec-G3_S60_1,60s,0,3,3,85.2185,91.8162,95.3386,97.1214,98.5943,98.9962,0.0,6.5977,10.1201,11.9029,13.3758,13.7777,94.5142,5.2517
Rec-G3_S60_1,60s,0,4,4,84.26,90.9392,94.5264,96.1921,97.47,97.8277,0.0,6.6792,10.2664,11.9321,13.21,13.5677,93.5359,5.1907
Rec-G3_S60_1,60s,0,5,5,83.6738,90.3538,93.8657,95.2221,96.7736,97.0354,0.0,6.68,10.1919,11.5483,13.0998,13.3616,92.8207,5.099
Rec-G3_S60_1,60s,0,6,6,83.0069,89.8946,93.2071,94.6421,96.0743,96.4508,0.0,6.8877,10.2002,11.6352,13.0674,13.4439,92.2126,5.0968
Rec-G3_S60_1,60s,0,7,7,82.7569,89.3523,92.6621,93.7893,95.57,96.0754,0.0,6.5954,9.9052,11.0324,12.8131,13.3185,91.701,4.9981
Rec-G3_S60_1,60s,0,8,8,84.5492,90.8969,95.1836,97.16,98.75,99.4969,0.0,6.3477,10.6344,12.6108,14.2008,14.9477,94.3394,5.6995
Rec-G3_S60_1,60s,0,9,9,82.9662,89.5615,93.5171,95.7257,97.1221,97.8269,0.0,6.5953,10.5509,12.7595,14.1559,14.8607,92.7866,5.6606
Rec-G3_S60_1,60s,0,10,10,81.9638,88.4346,92.4314,94.6029,96.075,96.7,0.0,6.4708,10.4676,12.6391,14.1112,14.7362,91.7013,5.6313
Rec-G3_S60_1,60s,0,11,11,81.21,87.8915,91.6543,93.9436,95.2229,95.7823,0.0,6.6815,10.4443,12.7336,14.0129,14.5723,90.9508,5.5729
Rec-G3_S60_1,60s,0,12,12,80.7523,87.4331,91.4607,93.3229,94.6036,95.3238,0.0,6.6808,10.7084,12.5706,13.8513,14.5715,90.4827,5.5394
Rec-G3_S60_1,60s,0,13,13,80.4608,87.0985,90.9564,92.8186,94.4479,94.9077,0.0,6.6377,10.4956,12.3578,13.9871,14.4469,90.115,5.5148
Rec-G3_S60_1,60s,0,14,14,80.0423,86.7231,90.6471,92.47,93.9421,94.3223,0.0,6.6808,10.6048,12.4277,13.8998,14.28,89.6912,5.4784
Rec-G3_S60_1,60s,0,15,15,79.7077,86.3877,90.2993,91.7329,93.5157,93.9462,0.0,6.68,10.5916,12.0252,13.808,14.2385,89.2649,5.4178
Rec-G3_S60_1,60s,0,16,16,79.6669,85.93,90.3371,92.6236,94.1371,94.8223,0.0,6.2631,10.6702,12.9567,14.4702,15.1554,89.5862,5.8254
Rec-G3_S60_1,60s,0,17,17,79.0385,85.4277,89.6386,92.0036,93.595,94.24,0.0,6.3892,10.6001,12.9651,14.5565,15.2015,88.9906,5.8308
Rec-G3_S60_1,60s,0,18,18,78.7477,85.0938,89.1736,91.6543,93.1664,93.7792,0.0,6.3461,10.4259,12.9066,14.4187,15.0315,88.6025,5.774
Rec-G3_S60_1,60s,0,19,19,78.3308,84.6762,88.865,91.2664,92.78,93.4038,0.0,6.3454,10.5342,12.9356,14.4492,15.073,88.2204,5.7917
Rec-G3_S60_1,60s,0,20,20,78.0808,84.5092,88.5543,91.0343,92.4693,93.0685,0.0,6.4284,10.4735,12.9535,14.3885,14.9877,87.9527,5.7575
Rec-G3_S60_1,60s,0,21,21,77.9131,84.3846,88.4379,90.7629,92.2757,92.8177,0.0,6.4715,10.5248,12.8498,14.3626,14.9046,87.7653,5.7237
Rec-G3_S60_1,60s,0,22,22,77.6615,84.0515,87.9729,90.2979,91.9257,92.36,0.0,6.39,10.3114,12.6364,14.2642,14.6985,87.3782,5.6543
Rec-G3_S60_1,60s,0,23,23,77.3292,83.7992,87.5064,89.5621,91.5764,92.1077,0.0,6.47,10.1772,12.2329,14.2472,14.7785,86.9802,5.6146
Rec-G3_S60_1,60s,0,24,24,76.7015,82.7985,86.7314,89.4057,91.035,91.8177,0.0,6.097,10.0299,12.7042,14.3335,15.1162,86.415,5.7794
Rec-G3_S60_1,60s,0,25,25,76.4938,82.3385,86.4593,89.135,90.9957,91.6492,0.0,5.8447,9.9655,12.6412,14.5019,15.1554,86.1786,5.8394
Rec-G3_S60_1,60s,0,26,26,76.1592,82.1731,86.3814,88.9793,90.6857,91.4392,0.0,6.0139,10.2222,12.8201,14.5265,15.28,85.9697,5.8659
Rec-G3_S60_1,60s,0,27,27,75.9077,81.9654,86.1893,88.7464,90.5693,91.2731,0.0,6.0577,10.2816,12.8387,14.6616,15.3654,85.7752,5.9007
Rec-G3_S60_1,60s,0,28,28,75.6992,81.8823,86.0343,88.4764,90.3371,91.1054,0.0,6.1831,10.3351,12.7772,14.6379,15.4062,85.5891,5.8832
Rec-G3_S60_1,60s,0,29,29,75.6162,81.7131,85.84,88.2057,90.1036,90.8977,0.0,6.0969,10.2238,12.5895,14.4874,15.2815,85.3961,5.8263
