specimen,pause_group,pixel_row,pixel_col,pixel_flat,T1,T2,T3,T4,T5,T6,delta_T1,delta_T2,delta_T3,delta_T4,delta_T5,delta_T6,T_mean_across_layers,T_std_across_layers
Rec-024_90s_1,90s,0,9,9,86.0546,93.5285,95.532,96.9923,97.5687,99.5808,0.0,7.4739,9.4774,10.9377,11.5141,13.5262,94.8761,4.7734
Rec-024_90s_1,90s,0,10,10,84.3023,91.8169,93.85,95.49,96.145,97.7038,0.0,7.5146,9.5477,11.1877,11.8427,13.4015,93.218,4.8105
Rec-024_90s_1,90s,0,11,11,83.09,90.6469,92.493,94.6977,95.2613,96.6592,0.0,7.5569,9.403,11.6077,12.1713,13.5692,92.1413,4.9186
Rec-024_90s_1,90s,0,12,12,82.4623,89.8954,92.059,94.0715,94.7187,95.9492,0.0,7.4331,9.5967,11.6092,12.2564,13.4869,91.526,4.9261
Rec-024_90s_1,90s,0,13,13,81.9623,89.3108,91.732,93.5715,94.3787,95.6162,0.0,7.3485,9.7697,11.6092,12.4164,13.6539,91.0953,4.987
Rec-024_90s_1,90s,0,14,14,81.5038,88.7262,91.244,93.1523,93.9062,94.9469,0.0,7.2224,9.7402,11.6485,12.4024,13.4431,90.5799,4.9599
Rec-024_90s_1,90s,0,15,15,81.0438,88.2685,90.808,92.7354,93.7712,94.6131,0.0,7.2247,9.7642,11.6916,12.7274,13.5693,90.2067,5.0318
Rec-024_90s_1,90s,0,16,16,81.6692,89.2262,91.407,93.82,94.2425,96.2,0.0,7.557,9.7378,12.1508,12.5733,14.5308,91.0941,5.2121
Rec-024_90s_1,90s,0,17,17,80.5438,88.0169,90.43,92.5269,93.565,95.0715,0.0,7.4731,9.8862,11.9831,13.0212,14.5277,90.0257,5.2602
Rec-024_90s_1,90s,0,18,18,79.7923,87.1808,89.723,92.1085,93.09,94.4469,0.0,7.3885,9.9307,12.3162,13.2977,14.6546,89.3902,5.3621
Rec-024_90s_1,90s,0,19,19,79.3331,86.6808,89.236,91.8585,92.685,93.8208,0.0,7.3477,9.9029,12.5254,13.3519,14.4877,88.9357,5.3637
Rec-024_90s_1,90s,0,20,20,78.8323,86.2631,88.855,91.44,92.2075,93.4046,0.0,7.4308,10.0227,12.6077,13.3752,14.5723,88.5004,5.3859
Rec-024_90s_1,90s,0,21,21,78.5385,85.8862,88.801,91.0646,92.275,93.1946,0.0,7.3477,10.2625,12.5261,13.7365,14.6561,88.2933,5.4546
Rec-024_90s_1,90s,0,22,22,78.2462,85.51,88.476,90.9377,92.14,92.6938,0.0,7.2638,10.2298,12.6915,13.8938,14.4476,88.0006,5.4656
Rec-024_90s_1,90s,0,23,23,77.9138,85.0938,88.206,90.6462,91.8012,92.4854,0.0,7.18,10.2922,12.7324,13.8874,14.5716,87.6911,5.4994
Rec-024_90s_1,90s,0,24,24,77.4131,84.3015,87.01,89.6862,90.58,92.1515,0.0,6.8884,9.5969,12.2731,13.1669,14.7384,86.8571,5.397
Rec-024_90s_1,90s,0,25,25,76.8677,83.9685,86.795,89.5615,90.5113,91.8592,0.0,7.1008,9.9273,12.6938,13.6436,14.9915,86.5939,5.5391
Rec-024_90s_1,90s,0,26,26,76.5331,83.6323,86.522,89.2692,90.3075,91.7338,0.0,7.0992,9.9889,12.7361,13.7744,15.2007,86.333,5.6028
Rec-024_90s_1,90s,0,27,27,76.2838,83.4238,86.36,89.2277,90.1713,91.6923,0.0,7.14,10.0762,12.9439,13.8875,15.4085,86.1932,5.6774
Rec-024_90s_1,90s,0,28,28,76.1592,83.0492,86.142,88.8938,90.0363,91.4,0.0,6.89,9.9828,12.7346,13.8771,15.2408,85.9467,5.6458
Rec-024_90s_1,90s,0,29,29,75.7008,82.7577,85.926,88.7277,90.105,91.1054,0.0,7.0569,10.2252,13.0269,14.4042,15.4046,85.7204,5.7703
Rec-024_90s_1,90s,0,30,30,75.5346,82.6315,85.71,88.4346,90.0362,90.8138,0.0,7.0969,10.1754,12.9,14.5016,15.2792,85.5268,5.7446
Rec-024_90s_1,90s,0,31,31,75.24,82.0869,85.492,88.1015,89.6312,90.7308,0.0,6.8469,10.252,12.8615,14.3912,15.4908,85.2137,5.79
Rec-025_30s_1,30s,0,0,0,100.851,107.3367,108.6555,111.7636,113.1708,114.4782,0.0,6.4857,7.8045,10.9126,12.3198,13.6272,109.376,4.9696
Rec-025_30s_1,30s,0,1,1,95.533,102.27,103.6227,106.1373,107.8342,108.5091,0.0,6.737,8.0897,10.6043,12.3012,12.9761,103.9844,4.7838
Rec-025_30s_1,30s,0,2,2,91.733,98.925,100.2173,102.34,103.7617,104.7082,0.0,7.192,8.4843,10.607,12.0287,12.9752,100.2809,4.7088
Rec-025_30s_1,30s,0,3,3,89.128,96.4817,98.2473,99.6755,101.0483,102.0445,0.0,7.3537,9.1193,10.5475,11.9203,12.9165,97.7709,4.6738
Rec-025_30s_1,30s,0,4,4,87.825,95.4417,97.11,98.2445,99.7833,100.3164,0.0,7.6167,9.285,10.4195,11.9583,12.4914,96.4535,4.5853
Rec-025_30s_1,30s,0,5,5,87.118,94.3125,96.4209,97.2591,98.8342,99.3818,0.0,7.1945,9.3029,10.1411,11.7162,12.2638,95.5544,4.5117
Rec-025_30s_1,30s,0,6,6,86.47,93.225,95.78,96.47,98.1083,98.3945,0.0,6.755,9.31,10.0,11.6383,11.9245,94.7413,4.4601
Rec-025_30s_1,30s,0,7,7,85.924,92.3208,95.2845,95.5327,97.2958,97.1609,0.0,6.3968,9.3605,9.6087,11.3718,11.2369,93.9198,4.3094
Rec-025_30s_1,30s,0,8,8,90.157,96.3458,98.5418,100.4664,102.4958,103.1791,0.0,6.1888,8.3848,10.3094,12.3388,13.0221,98.531,4.816
Rec-025_30s_1,30s,0,9,9,87.716,94.2208,96.2227,98.1964,99.9633,100.5145,0.0,6.5048,8.5067,10.4804,12.2473,12.7985,96.1389,4.7463
Rec-025_30s_1,30s,0,10,10,85.599,92.5483,94.7427,96.5191,97.93,98.8382,0.0,6.9493,9.1437,10.9201,12.331,13.2392,94.3629,4.8507
Rec-025_30s_1,30s,0,11,11,84.513,91.3258,93.6591,95.2855,96.9342,97.4564,0.0,6.8128,9.1461,10.7725,12.4212,12.9434,93.1957,4.8083
Rec-025_30s_1,30s,0,12,12,83.917,90.9192,93.2127,94.5464,96.12,96.7155,0.0,7.0022,9.2957,10.6294,12.203,12.7985,92.5718,4.7267
Rec-025_30s_1,30s,0,13,13,83.427,90.3308,92.77,93.8564,95.6233,96.1236,0.0,6.9038,9.343,10.4294,12.1963,12.6966,92.0219,4.7
Rec-025_30s_1,30s,0,14,14,83.048,89.5625,92.4745,93.4627,95.2158,95.3845,0.0,6.5145,9.4265,10.4147,12.1678,12.3365,91.5247,4.6666
Rec-025_30s_1,30s,0,15,15,82.668,88.6108,92.1273,92.57,94.7175,94.3473,0.0,5.9428,9.4593,9.902,12.0495,11.6793,90.8401,4.5549
Rec-025_30s_1,30s,0,16,16,84.133,90.3767,92.8682,94.7418,96.9792,97.4082,0.0,6.2437,8.7352,10.6088,12.8462,13.2752,92.7512,4.9689
Rec-025_30s_1,30s,0,17,17,82.831,89.38,92.0291,93.7573,95.8033,96.1727,0.0,6.549,9.1981,10.9263,12.9723,13.3417,91.6622,5.0043
Rec-025_30s_1,30s,0,18,18,81.91,88.6567,91.19,93.0655,94.9883,95.2855,0.0,6.7467,9.28,11.1555,13.0783,13.3755,90.8493,5.0311
Rec-025_30s_1,30s,0,19,19,81.419,88.0683,90.8927,92.4227,94.4925,95.04,0.0,6.6493,9.4737,11.0037,13.0735,13.621,90.3892,5.0736
Rec-025_30s_1,30s,0,20,20,81.039,87.7058,90.4491,91.98,93.9508,94.4973,0.0,6.6668,9.4101,10.941,12.9118,13.4583,89.937,5.0099
Rec-025_30s_1,30s,0,21,21,80.931,87.2983,90.2518,91.6836,93.6333,93.9536,0.0,6.3673,9.3208,10.7526,12.7023,13.0226,89.6253,4.9078
Rec-025_30s_1,30s,0,22,22,80.444,86.8475,90.0555,91.2882,93.135,93.2636,0.0,6.4035,9.6115,10.8442,12.691,12.8196,89.1723,4.8844
Rec-025_30s_1,30s,0,23,23,80.173,86.0792,89.8073,90.5964,92.7283,92.4255,0.0,5.9062,9.6343,10.4234,12.5553,12.2525,88.635,4.785
Rec-025_30s_1,30s,0,24,24,80.389,86.2608,89.1173,90.7955,93.0908,93.6091,0.0,5.8718,8.7283,10.4065,12.7018,13.2201,88.8771,4.9554
Rec-025_30s_1,30s,0,25,25,79.739,85.8975,88.6736,90.4009,92.7283,93.2155,0.0,6.1585,8.9346,10.6619,12.9893,13.4765,88.4425,5.0451
Rec-025_30s_1,30s,0,26,26,79.576,85.5817,88.4745,90.3509,92.3225,92.7218,0.0,6.0057,8.8985,10.7749,12.7465,13.1458,88.1712,4.9672
Rec-025_30s_1,30s,0,27,27,79.14,85.3092,88.2273,89.9573,92.0958,92.3755,0.0,6.1692,9.0873,10.8173,12.9558,13.2355,87.8509,5.0082
Rec-025_30s_1,30s,0,28,28,78.978,85.0375,88.08,89.7582,91.96,92.2755,0.0,6.0595,9.102,10.7802,12.982,13.2975,87.6815,5.0324
Rec-025_30s_1,30s,0,29,29,78.598,84.7217,87.8836,89.2664,91.5058,91.8318,0.0,6.1237,9.2856,10.6684,12.9078,13.2338,87.3012,4.9961
Rec-025_30s_1,30s,0,30,30,78.274,84.2258,87.6873,89.02,91.19,91.24,0.0,5.9518,9.4133,10.746,12.916,12.966,86.9395,4.978
Rec-025_30s_1,30s,0,31,31,78.219,83.6817,87.4909,88.4264,90.7833,90.5973,0.0,5.4627,9.2719,10.2074,12.5643,12.3783,86.5331,4.8237
Rec-026_60s_2,60s,0,0,0,96.9627,102.9033,106.9311,108.3915,109.5592,110.781,0.0,5.9406,9.9684,11.4288,12.5965,13.8183,105.9215,5.1641
Rec-026_60s_2,60s,0,1,1,91.9309,98.4725,102.1644,103.9215,104.8831,106.115,0.0,6.5416,10.2335,11.9906,12.9522,14.1841,101.2479,5.2802
Rec-026_60s_2,60s,0,2,2,88.5755,95.3975,98.9689,100.4162,101.4169,102.696,0.0,6.822,10.3934,11.8407,12.8414,14.1205,97.9118,5.2164
Rec-026_60s_2,60s,0,3,3,86.3545,93.3617,96.9811,98.2454,99.2054,100.307,0.0,7.0072,10.6266,11.8909,12.8509,13.9525,95.7425,5.1851
Rec-026_60s_2,60s,0,4,4,85.12,92.1858,95.5311,96.91,97.7023,98.789,0.0,7.0658,10.4111,11.79,12.5823,13.669,94.373,5.0747
Rec-026_60s_2,60s,0,5,5,84.4782,91.5075,94.7489,96.2008,96.9938,97.865,0.0,7.0293,10.2707,11.7226,12.5156,13.3868,93.6324,5.0074
Rec-026_60s_2,60s,0,6,6,83.9873,91.1008,93.9633,95.6992,96.4515,97.216,0.0,7.1135,9.976,11.7119,12.4642,13.2287,93.0697,4.9539
Rec-026_60s_2,60s,0,7,7,83.6418,90.4658,93.2411,94.9885,95.6569,96.564,0.0,6.824,9.5993,11.3467,12.0151,12.9222,92.4263,4.8124
Rec-026_60s_2,60s,0,8,8,86.4045,92.8175,96.7378,98.1631,99.7485,100.579,0.0,6.413,10.3333,11.7586,13.344,14.1745,95.7417,5.33
Rec-026_60s_2,60s,0,9,9,84.0836,90.6475,94.75,96.2831,97.5354,98.57,0.0,6.5639,10.6664,12.1995,13.4518,14.4864,93.6449,5.4402
Rec-026_60s_2,60s,0,10,10,82.2591,89.1542,93.1211,94.6962,96.0762,96.89,0.0,6.8951,10.862,12.4371,13.8171,14.6309,92.0328,5.5142
Rec-026_60s_2,60s,0,11,11,81.2718,88.2958,92.0956,93.7392,95.03,95.857,0.0,7.024,10.8238,12.4674,13.7582,14.5852,91.0482,5.4858
Rec-026_60s_2,60s,0,12,12,80.7273,87.6617,91.6122,92.9854,94.4062,95.205,0.0,6.9344,10.8849,12.2581,13.6789,14.4777,90.433,5.4469
Rec-026_60s_2,60s,0,13,13,80.2364,87.2992,91.0089,92.7354,93.8623,94.61,0.0,7.0628,10.7725,12.499,13.6259,14.3736,89.9587,5.4274
Rec-026_60s_2,60s,0,14,14,79.7936,86.9825,90.6467,92.3185,93.2362,94.231,0.0,7.1889,10.8531,12.5249,13.4426,14.4374,89.5347,5.4064
Rec-026_60s_2,60s,0,15,15,79.5945,86.485,90.0444,91.9823,92.9023,93.687,0.0,6.8905,10.4499,12.3878,13.3078,14.0925,89.1159,5.3271
Rec-026_60s_2,60s,0,16,16,80.1373,86.8017,91.1311,92.8192,94.53,95.26,0.0,6.6644,10.9938,12.6819,14.3927,15.1227,90.1132,5.7418
Rec-026_60s_2,60s,0,17,17,78.9036,85.9,90.1644,91.9838,93.4462,94.23,0.0,6.9964,11.2608,13.0802,14.5426,15.3264,89.1047,5.8114
Rec-026_60s_2,60s,0,18,18,78.2118,85.3083,89.5011,91.3985,92.86,93.797,0.0,7.0965,11.2893,13.1867,14.6482,15.5852,88.5128,5.8737
Rec-026_60s_2,60s,0,19,19,77.8682,84.9025,89.14,90.8977,92.4015,93.525,0.0,7.0343,11.2718,13.0295,14.5333,15.6568,88.1225,5.8609
Rec-026_60s_2,60s,0,20,20,77.2782,84.54,88.7778,90.6877,91.9423,92.928,0.0,7.2618,11.4996,13.4095,14.6641,15.6498,87.6923,5.8994
Rec-026_60s_2,60s,0,21,21,76.9791,84.225,88.2956,90.48,91.6077,92.602,0.0,7.2459,11.3165,13.5009,14.6286,15.6229,87.3649,5.8944
Rec-026_60s_2,60s,0,22,22,76.88,84.045,88.0544,90.1054,91.2738,92.278,0.0,7.165,11.1744,13.2254,14.3938,15.398,87.1061,5.7958
Rec-026_60s_2,60s,0,23,23,76.6345,83.6375,87.5111,89.8546,91.0223,91.788,0.0,7.003,10.8766,13.2201,14.3878,15.1535,86.7413,5.7596
Rec-026_60s_2,60s,0,24,24,75.8936,82.6408,86.85,89.0608,90.7715,91.571,0.0,6.7472,10.9564,13.1672,14.8779,15.6774,86.1313,5.9534
Rec-026_60s_2,60s,0,25,25,75.4018,82.2792,86.6078,88.6831,90.5638,91.353,0.0,6.8774,11.206,13.2813,15.162,15.9512,85.8148,6.05
Rec-026_60s_2,60s,0,26,26,75.1518,81.9175,86.3056,88.6,90.3138,91.243,0.0,6.7657,11.1538,13.4482,15.162,16.0912,85.5886,6.1039
Rec-026_60s_2,60s,0,27,27,74.8073,81.7375,86.0633,88.4331,89.9792,90.864,0.0,6.9302,11.256,13.6258,15.1719,16.0567,85.3141,6.0998
Rec-026_60s_2,60s,0,28,28,74.6591,81.5567,85.7622,88.3085,89.7292,90.701,0.0,6.8976,11.1031,13.6494,15.0701,16.0419,85.1194,6.0844
Rec-026_60s_2,60s,0,29,29,74.4627,81.4192,85.4611,87.9331,89.4354,90.538,0.0,6.9565,10.9984,13.4704,14.9727,16.0753,84.8749,6.0485
Rec-026_60s_2,60s,0,30,30,74.2173,81.1917,85.2189,87.6423,89.1438,90.104,0.0,6.9744,11.0016,13.425,14.9265,15.8867,84.5863,5.9999
Rec-026_60s_2,60s,0,31,31,73.8718,80.9217,84.7956,87.35,88.9346,89.832,0.0,7.0499,10.9238,13.4782,15.0628,15.9602,84.2843,6.0298
Rec-028_30s_2,30s,0,0,0,98.9146,105.3423,107.689,108.4323,109.425,109.7792,0.0,6.4277,8.7744,9.5177,10.5104,10.8646,106.5971,4.0811
Rec-028_30s_2,30s,0,1,1,94.74,100.6677,102.911,103.63,104.703,104.8933,0.0,5.9277,8.171,8.89,9.963,10.1533,101.9242,3.837
Rec-028_30s_2,30s,0,2,2,91.6077,97.2015,99.44,100.2923,101.338,101.5475,0.0,5.5938,7.8323,8.6846,9.7303,9.9398,98.5712,3.7576
Rec-028_30s_2,30s,0,3,3,89.3108,94.8646,97.269,98.12,99.004,99.2417,0.0,5.5538,7.9582,8.8092,9.6932,9.9309,96.3017,3.7716
Rec-028_30s_2,30s,0,4,4,87.7254,93.3192,95.749,96.9108,97.757,97.8392,0.0,5.5938,8.0236,9.1854,10.0316,10.1138,94.8834,3.8868
Rec-028_30s_2,30s,0,5,5,86.8462,92.4838,95.098,96.2,97.053,97.205,0.0,5.6376,8.2518,9.3538,10.2068,10.3588,94.1477,3.9745
Rec-028_30s_2,30s,0,6,6,86.0962,91.5646,94.665,95.4069,96.455,96.5742,0.0,5.4684,8.5688,9.3107,10.3588,10.478,93.4603,4.043
Rec-028_30s_2,30s,0,7,7,85.4708,91.0231,93.959,94.6985,95.857,96.03,0.0,5.5523,8.4882,9.2277,10.3862,10.5592,92.8397,4.0396
Rec-028_30s_2,30s,0,8,8,88.6838,94.4462,97.161,98.3715,99.439,99.7375,0.0,5.7624,8.4772,9.6877,10.7552,11.0537,96.3065,4.1987
Rec-028_30s_2,30s,0,9,9,86.5562,92.2762,94.989,96.4077,97.376,97.5208,0.0,5.72,8.4328,9.8515,10.8198,10.9646,94.1877,4.2128
Rec-028_30s_2,30s,0,10,10,84.9269,90.69,93.471,94.74,95.804,96.03,0.0,5.7631,8.5441,9.8131,10.8771,11.1031,92.6103,4.2401
Rec-028_30s_2,30s,0,11,11,83.8846,89.7708,92.332,93.82,94.936,95.0342,0.0,5.8862,8.4474,9.9354,11.0514,11.1496,91.6296,4.2721
Rec-028_30s_2,30s,0,12,12,83.09,89.1023,91.787,93.1938,94.447,94.4467,0.0,6.0123,8.697,10.1038,11.357,11.3567,91.0111,4.3672
Rec-028_30s_2,30s,0,13,13,82.6723,88.5185,91.298,92.7354,93.958,94.0408,0.0,5.8462,8.6257,10.0631,11.2857,11.3685,90.5372,4.3662
Rec-028_30s_2,30s,0,14,14,82.2123,88.1,91.08,92.3592,93.414,93.5417,0.0,5.8877,8.8677,10.1469,11.2017,11.3294,90.1179,4.3613
Rec-028_30s_2,30s,0,15,15,81.6715,87.5154,90.755,91.94,92.982,93.3158,0.0,5.8439,9.0835,10.2685,11.3105,11.6443,89.6966,4.4543
Rec-028_30s_2,30s,0,16,16,82.5469,88.4338,91.298,93.1531,94.121,94.6725,0.0,5.8869,8.7511,10.6062,11.5741,12.1256,90.7042,4.5928
Rec-028_30s_2,30s,0,17,17,81.5454,87.5162,90.43,92.3585,93.307,93.4525,0.0,5.9708,8.8846,10.8131,11.7616,11.9071,89.7683,4.6028
Rec-028_30s_2,30s,0,18,18,80.8777,86.89,89.778,91.7746,92.765,92.9092,0.0,6.0123,8.9003,10.8969,11.8873,12.0315,89.1658,4.648
Rec-028_30s_2,30s,0,19,19,80.4177,86.3877,89.562,91.2723,92.385,92.6383,0.0,5.97,9.1443,10.8546,11.9673,12.2206,88.7772,4.698
Rec-028_30s_2,30s,0,20,20,80.0415,86.0123,89.182,90.9392,92.113,92.1858,0.0,5.9708,9.1405,10.8977,12.0715,12.1443,88.4123,4.7062
Rec-028_30s_2,30s,0,21,21,79.8338,85.6369,89.019,90.7715,91.787,92.0058,0.0,5.8031,9.1852,10.9377,11.9532,12.172,88.1757,4.7158
Rec-028_30s_2,30s,0,22,22,79.5423,85.26,88.747,90.3962,91.461,91.7325,0.0,5.7177,9.2047,10.8539,11.9187,12.1902,87.8565,4.7144
Rec-028_30s_2,30s,0,23,23,79.2092,84.8431,88.529,90.0631,91.135,91.37,0.0,5.6339,9.3198,10.8539,11.9258,12.1608,87.5249,4.7246
Rec-028_30s_2,30s,0,24,24,78.7908,84.2185,87.39,89.6885,90.593,91.0092,0.0,5.4277,8.5992,10.8977,11.8022,12.2184,86.9483,4.7218
Rec-028_30s_2,30s,0,25,25,78.3308,84.0508,87.12,89.3538,90.483,90.6458,0.0,5.72,8.7892,11.023,12.1522,12.315,86.664,4.7781
Rec-028_30s_2,30s,0,26,26,78.0792,83.8415,86.74,89.1438,90.213,90.465,0.0,5.7623,8.6608,11.0646,12.1338,12.3858,86.4138,4.7851
Rec-028_30s_2,30s,0,27,27,77.9538,83.5908,86.63,89.0169,89.996,90.42,0.0,5.637,8.6762,11.0631,12.0422,12.4662,86.2679,4.7983
Rec-028_30s_2,30s,0,28,28,77.7877,83.3823,86.467,88.7246,89.835,90.2392,0.0,5.5946,8.6793,10.9369,12.0473,12.4515,86.0726,4.7871
Rec-028_30s_2,30s,0,29,29,77.5377,83.0069,86.359,88.5169,89.725,90.1033,0.0,5.4692,8.8213,10.9792,12.1873,12.5656,85.8748,4.8508
Rec-028_30s_2,30s,0,30,30,77.1185,82.6323,86.142,88.2254,89.398,89.8325,0.0,5.5138,9.0235,11.1069,12.2795,12.714,85.5581,4.9042
Rec-028_30s_2,30s,0,31,31,76.8677,82.3815,85.764,87.8515,89.181,89.6067,0.0,5.5138,8.8963,10.9838,12.3133,12.739,85.2754,4.898
