specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-022_10s_1,1,1,2794,core,290,331,0.0,0.0,0.9846,293,333,297,334,1.0,True,95.1518,108.5576,88.4761,5.9457,93.9035,"108.56,102.04,98.25,94.99,94.45,93.36,91.73,90.10,89.56,88.48"
Rec-022_10s_1,1,2,2795,core,296,331,0.0,6.0,0.9835,299,333,303,334,1.0,True,94.4463,108.0149,87.3906,6.0046,92.818,"108.01,101.50,96.62,93.36,91.19,95.53,92.28,90.10,88.48,87.39"
Rec-022_10s_1,1,3,2796,core,300,331,0.0,4.0,0.9839,303,333,307,334,1.0,True,94.6634,111.2714,86.8478,6.9768,92.818,"111.27,102.04,96.62,93.36,91.19,95.53,92.28,89.56,87.93,86.85"
Rec-022_10s_1,1,4,2797,core,309,331,0.0,9.0,0.9852,312,333,316,334,1.0,True,92.2753,105.8439,85.2196,5.9157,90.6471,"105.84,98.79,94.45,91.19,89.56,93.36,90.10,87.93,86.31,85.22"
Rec-022_10s_1,1,5,2798,core,314,331,0.0,5.0,0.987,317,333,321,334,1.0,True,90.7013,101.502,85.2196,4.6274,89.5616,"101.50,95.53,92.28,90.10,89.02,91.19,89.02,87.39,85.76,85.22"
Rec-022_10s_1,1,6,2799,core,323,331,0.0,9.0,0.9886,326,333,330,334,1.0,True,92.2753,102.0447,87.9333,4.1689,91.1898,"102.04,97.16,93.36,91.19,91.19,92.28,90.65,89.02,87.93,87.93"
Rec-022_10s_1,1,7,2800,core,327,331,0.0,4.0,0.9866,330,333,334,334,1.0,True,94.3377,103.6729,89.5616,4.1462,93.3608,"103.67,99.33,96.07,94.45,93.36,93.36,92.28,91.19,90.10,89.56"
Rec-022_10s_1,1,8,2801,core,332,331,0.0,5.0,0.9906,335,333,339,334,1.0,True,94.989,103.1302,91.1898,3.7288,94.7176,"103.13,99.33,96.62,95.53,94.99,94.45,92.28,91.19,91.19,91.19"
Rec-022_10s_1,1,9,2802,core,336,331,0.0,4.0,0.9875,339,333,343,334,1.0,True,97.2143,107.4722,91.7325,4.6969,96.3459,"107.47,103.13,99.33,97.16,96.07,96.62,94.99,93.36,92.28,91.73"
Rec-022_10s_1,1,10,2803,core,345,331,0.0,9.0,0.9863,348,333,352,334,1.0,True,98.0827,108.5576,92.2753,4.7319,96.8886,"108.56,103.67,100.42,97.70,96.07,98.25,96.07,94.45,93.36,92.28"
Rec-022_10s_1,1,11,2804,core,350,331,0.0,5.0,0.9894,353,333,357,334,1.0,True,92.1667,103.6729,80.8776,6.6596,92.2753,"103.67,99.33,95.53,90.65,83.05,96.07,93.36,91.19,87.93,80.88"
Rec-022_10s_1,1,12,2805,core,354,331,0.0,4.0,0.9869,357,333,361,334,0.2,False,80.6063,91.7325,75.4502,5.0405,78.978,"91.73,84.68,80.33,77.62,75.99,85.76,80.88,77.62,75.99,75.45"
Rec-022_10s_1,1,13,2806,core,355,330,45.0,1.41,0.986,358,332,362,333,0.0,False,82.5059,96.0745,75.9929,6.212,80.6063,"96.07,87.93,82.51,78.71,76.54,88.48,83.05,78.71,77.08,75.99"
