specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-027_std_2,1,1,1125,core,290,331,0.0,0.0,0.984,293,333,300,335,1.0,True,96.7077,111.8141,92.2753,4.9388,95.2604,"111.81,106.93,103.13,100.42,99.87,98.79,98.25,98.25,98.25,97.16,95.53,95.53,94.99,94.99,94.45,94.45,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28"
Rec-027_std_2,1,2,1126,core,293,331,0.0,3.0,0.9832,296,333,303,335,1.0,True,97.9741,113.9851,92.2753,5.2035,96.0745,"113.99,108.56,105.30,102.04,100.42,98.79,98.25,97.70,102.04,99.33,97.70,96.62,95.53,95.53,94.45,94.45,95.53,94.99,94.45,94.45,93.36,93.36,92.28,92.28"
Rec-027_std_2,1,3,1127,core,297,331,0.0,4.0,0.9817,300,333,307,335,1.0,True,98.1324,117.7843,92.2753,5.9578,96.6172,"117.78,110.19,105.30,102.04,99.33,98.25,97.70,96.62,103.13,100.42,98.25,96.62,95.53,94.45,94.45,93.36,97.16,95.53,94.45,94.45,93.36,92.28,92.28,92.28"
Rec-027_std_2,1,4,1128,core,302,331,0.0,5.0,0.9845,305,333,312,335,1.0,True,96.572,111.8141,91.1898,4.7443,95.5318,"111.81,106.39,102.04,99.33,98.25,97.16,96.07,95.53,100.96,98.25,96.62,95.53,94.45,93.36,93.36,92.28,95.53,94.99,94.45,93.36,92.28,92.28,92.28,91.19"
Rec-027_std_2,1,5,1129,core,306,331,0.0,4.0,0.9825,309,333,316,335,1.0,True,96.7529,113.9851,91.1898,5.3437,95.5318,"113.99,108.01,103.13,99.87,97.70,96.62,95.53,95.53,102.04,98.79,96.62,95.53,94.45,93.36,92.28,92.28,96.07,94.99,94.45,93.36,92.28,92.28,91.73,91.19"
Rec-027_std_2,1,6,1130,core,311,331,0.0,5.0,0.9854,314,333,321,335,1.0,True,95.6448,109.6431,91.1898,4.204,94.7176,"109.64,103.67,100.42,98.25,96.62,95.53,95.53,94.99,99.87,97.16,95.53,94.45,93.36,93.36,93.36,92.28,95.53,93.36,93.36,92.28,92.28,92.28,91.19,91.19"
Rec-027_std_2,1,7,1131,core,315,331,0.0,4.0,0.9827,318,333,325,335,1.0,True,96.4589,111.8141,91.7325,4.6279,95.2604,"111.81,105.84,102.04,98.79,97.16,96.62,96.07,95.53,100.96,98.25,96.07,94.99,94.45,94.45,93.36,93.36,95.53,94.45,93.36,93.36,92.28,92.28,92.28,91.73"
Rec-027_std_2,1,8,1132,core,320,331,0.0,5.0,0.9855,323,333,330,335,1.0,True,96.5494,109.1004,92.2753,3.8131,95.5318,"109.10,104.22,100.96,98.79,97.70,97.16,96.62,96.07,99.87,97.70,96.07,95.53,94.99,94.45,94.45,94.45,95.53,94.45,94.45,93.36,93.36,93.36,92.28,92.28"
Rec-027_std_2,1,9,1133,core,324,331,0.0,4.0,0.9823,327,333,334,335,1.0,True,97.5218,111.8141,92.2753,4.4084,96.3459,"111.81,106.39,103.13,100.42,98.79,97.70,97.16,96.62,101.50,98.79,97.70,96.62,95.53,94.99,94.99,94.45,96.07,95.53,94.45,94.45,94.45,93.36,93.36,92.28"
Rec-027_std_2,1,10,1134,core,329,331,0.0,5.0,0.9854,332,333,339,335,1.0,True,97.2731,109.1004,93.3608,3.7142,96.0745,"109.10,105.30,101.50,99.33,98.25,98.25,97.70,97.16,100.42,98.25,97.16,96.07,95.53,95.53,94.99,94.99,96.07,94.99,94.99,94.45,94.45,93.36,93.36,93.36"
Rec-027_std_2,1,11,1135,core,334,331,0.0,5.0,0.9821,337,333,344,335,1.0,True,97.0017,106.3867,93.3608,3.1158,96.0745,"106.39,103.13,100.96,99.33,98.25,98.25,97.70,97.16,99.33,98.25,97.16,96.07,96.07,95.53,95.53,94.99,95.53,94.99,94.45,94.45,94.45,93.36,93.36,93.36"
Rec-027_std_2,1,12,1136,core,338,331,0.0,4.0,0.985,341,333,348,335,1.0,True,97.4992,109.1004,92.2753,3.8244,96.3459,"109.10,105.30,102.04,100.42,98.79,98.25,97.70,97.16,100.96,98.79,98.25,96.62,96.07,95.53,95.53,94.45,96.07,95.53,95.53,94.45,94.45,93.36,93.36,92.28"
Rec-027_std_2,1,13,1137,core,343,331,0.0,5.0,0.9822,346,333,353,335,1.0,True,95.5092,105.8439,89.5616,3.8743,94.7176,"105.84,103.13,100.42,98.79,97.70,96.07,94.99,93.36,99.33,97.70,96.62,95.53,94.45,93.36,92.28,91.19,95.53,94.45,94.45,93.36,92.28,91.19,90.65,89.56"
Rec-027_std_2,1,14,1138,core,347,331,0.0,4.0,0.984,350,333,357,335,1.0,True,91.4159,105.8439,79.7922,6.2571,91.1898,"105.84,102.04,98.25,95.53,93.36,91.19,87.93,80.88,98.25,96.07,94.45,92.28,91.19,89.56,86.31,80.88,94.45,92.28,91.19,90.65,89.02,87.93,84.68,79.79"
Rec-027_std_2,1,15,1139,core,355,331,0.0,8.0,0.9817,358,333,365,335,0.0,False,77.8699,88.4761,74.9074,3.1646,76.8071,"88.48,83.59,79.79,77.62,77.08,76.54,75.99,75.45,83.05,79.79,78.16,77.08,75.99,75.99,75.99,75.45,79.79,78.16,77.08,75.99,75.99,75.45,75.45,74.91"
Rec-027_std_2,2,1,1285,core,290,331,0.0,0.0,0.984,293,333,300,335,1.0,True,96.7756,112.8996,92.2753,5.1286,95.2604,"112.90,107.47,103.13,100.42,99.87,98.79,98.25,97.70,98.79,97.16,95.53,95.53,94.99,94.99,94.45,94.45,92.28,92.28,92.28,92.28,92.28,92.28,92.28,92.28"
Rec-027_std_2,2,2,1286,core,294,331,0.0,4.0,0.981,297,333,304,335,1.0,True,96.8208,111.2714,91.7325,4.5485,95.5318,"111.27,105.84,102.04,99.87,98.79,98.25,97.16,96.07,100.96,98.25,96.62,95.53,94.99,94.45,94.45,93.36,95.53,94.45,93.36,93.36,93.36,92.28,91.73,91.73"
Rec-027_std_2,2,3,1287,core,298,331,0.0,4.0,0.9844,301,333,308,335,1.0,True,97.1148,113.9851,91.1898,5.2385,95.5318,"113.99,108.01,103.13,100.42,98.25,97.70,96.62,95.53,102.04,99.33,97.16,95.53,94.99,94.45,93.36,93.36,96.07,94.99,94.45,93.36,92.28,92.28,92.28,91.19"
Rec-027_std_2,2,4,1288,core,302,331,0.0,4.0,0.9814,305,333,312,335,1.0,True,97.4992,116.6988,91.7325,5.8283,95.8031,"116.70,109.64,104.22,100.96,98.25,97.16,96.07,95.53,103.13,99.87,97.70,96.07,94.99,94.45,93.36,93.36,96.62,95.53,94.45,93.36,92.28,92.28,92.28,91.73"
Rec-027_std_2,2,5,1289,core,307,331,0.0,5.0,0.9855,310,333,317,335,1.0,True,96.2328,111.2714,91.1898,4.5745,95.2604,"111.27,105.30,101.50,98.25,97.70,96.07,95.53,95.53,100.96,98.25,96.07,94.99,94.45,93.36,93.36,92.28,95.53,94.99,93.36,93.36,92.28,92.28,91.73,91.19"
Rec-027_std_2,2,6,1290,core,312,331,0.0,5.0,0.9829,315,333,322,335,1.0,True,95.6448,107.4722,91.7325,3.5693,94.7176,"107.47,103.13,99.33,97.70,96.62,95.53,95.53,95.53,98.79,96.62,95.53,94.45,94.45,93.36,93.36,93.36,94.99,94.45,93.36,93.36,92.28,92.28,92.28,91.73"
Rec-027_std_2,2,7,1291,core,321,331,0.0,9.0,0.9842,324,333,331,335,1.0,True,96.8434,108.0149,93.3608,3.4252,95.5318,"108.01,103.13,100.96,98.79,98.25,98.25,97.16,96.62,99.87,98.25,96.62,95.53,95.53,94.99,94.99,94.45,95.53,94.99,94.45,94.45,93.36,93.36,93.36,93.36"
Rec-027_std_2,2,8,1292,core,330,331,0.0,9.0,0.9848,333,333,340,335,1.0,True,97.7254,108.5576,93.3608,3.4557,96.6172,"108.56,104.22,102.04,100.42,99.33,98.79,98.25,98.25,100.42,98.79,97.70,96.62,96.62,96.07,95.53,95.53,96.07,95.53,94.99,94.99,94.45,94.45,94.45,93.36"
