specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-022_10s_1,1,1,2794,core,290,331,0.0,0.0,0.9846,294,334,302,336,1.0,True,85.1191,91.7325,80.8776,2.799,84.6769,"91.73,90.10,89.56,88.48,88.48,87.93,87.39,86.31,85.76,85.76,85.76,85.22,85.22,84.68,84.13,84.13,84.13,83.05,82.51,82.51,83.05,83.05,82.51,82.51,81.96,81.42,80.88"
Rec-022_10s_1,1,2,2795,core,296,331,0.0,6.0,0.9835,300,334,308,336,1.0,True,84.4758,92.2753,80.8776,2.7759,84.1341,"92.28,90.10,88.48,87.39,86.31,85.76,85.22,84.13,84.13,87.39,85.76,85.22,84.13,84.13,83.59,83.05,82.51,81.96,84.13,83.59,83.05,82.51,81.96,81.42,80.88,80.88,80.88"
Rec-022_10s_1,1,3,2796,core,300,331,0.0,4.0,0.9839,304,334,312,336,1.0,True,84.0537,92.2753,79.7922,2.8441,83.5914,"92.28,89.56,87.93,86.85,85.76,85.22,84.68,84.13,83.05,87.39,85.76,84.68,84.13,83.59,83.05,82.51,81.96,81.42,83.59,83.05,82.51,82.51,81.96,80.88,80.88,80.33,79.79"
Rec-022_10s_1,1,4,2797,core,309,331,0.0,9.0,0.9852,313,334,321,336,1.0,True,83.129,90.1043,80.3349,2.3249,82.5059,"90.10,87.93,86.31,85.22,84.68,84.13,84.13,83.59,83.05,85.22,84.13,83.05,83.05,82.51,81.96,82.51,81.96,81.42,82.51,81.96,81.42,80.88,80.88,80.88,80.33,80.33,80.33"
Rec-022_10s_1,1,5,2798,core,314,331,0.0,5.0,0.987,318,334,326,336,1.0,True,83.4708,89.0188,80.8776,1.8936,83.0486,"89.02,87.39,85.76,85.22,84.68,84.68,84.13,84.13,84.13,84.68,84.13,83.59,83.05,83.05,83.05,83.05,83.05,83.05,82.51,81.96,81.42,81.42,81.42,81.42,81.42,80.88,81.42"
Rec-022_10s_1,1,6,2799,core,323,331,0.0,9.0,0.9886,327,334,335,336,1.0,True,86.1041,90.6471,84.1341,1.81,85.7624,"90.65,89.02,87.93,87.93,87.93,87.93,87.93,87.93,87.93,86.31,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13,84.13"
Rec-022_10s_1,1,7,2800,core,327,331,0.0,4.0,0.9866,331,334,339,336,1.0,True,87.7524,92.2753,85.2196,1.9146,87.3906,"92.28,91.19,90.10,89.56,89.56,89.56,89.56,89.56,89.56,87.93,87.93,87.39,87.39,87.39,87.39,87.39,87.39,87.39,85.76,85.76,85.76,85.22,85.22,85.76,85.76,85.76,85.76"
Rec-022_10s_1,1,8,2801,core,332,331,0.0,5.0,0.9906,336,334,344,336,1.0,True,88.5766,92.2753,85.7624,1.9654,88.4761,"92.28,91.19,91.19,91.19,90.65,90.65,90.65,90.65,90.65,89.02,89.02,88.48,88.48,88.48,87.93,88.48,87.93,87.93,86.31,86.85,86.31,86.31,86.31,86.31,86.31,86.31,85.76"
Rec-022_10s_1,1,9,2802,core,336,331,0.0,4.0,0.9875,340,334,348,336,1.0,True,89.5013,94.989,86.3051,2.2075,89.5616,"94.99,93.36,92.28,91.73,91.73,91.19,91.19,91.19,91.19,90.10,89.56,89.56,89.56,89.56,89.02,89.02,89.02,88.48,87.93,87.93,87.39,87.39,86.85,86.85,86.85,86.31,86.31"
Rec-022_10s_1,1,10,2803,core,345,331,0.0,9.0,0.9863,349,334,357,336,1.0,True,87.5715,96.0745,77.6212,4.5457,87.9333,"96.07,94.45,93.36,92.28,91.19,90.10,89.56,86.31,79.79,91.19,91.19,90.10,89.56,89.02,87.93,86.31,83.59,78.71,87.93,87.93,87.39,86.85,85.76,85.22,83.59,81.42,77.62"
