specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-022_10s_1,1,1,2794,core,290,331,0.0,0.0,0.9846,293,333,300,335,1.0,True,90.5792,108.5576,84.1341,5.9026,89.0188,"108.56,102.04,98.25,94.99,94.45,93.36,92.28,91.73,93.36,91.73,90.10,89.56,88.48,88.48,87.93,87.39,86.31,85.76,85.76,85.22,85.22,84.68,84.13,84.13"
Rec-022_10s_1,1,2,2795,core,296,331,0.0,6.0,0.9835,299,333,306,335,1.0,True,89.6746,108.0149,83.0486,5.8434,88.4761,"108.01,101.50,96.62,93.36,91.19,90.10,89.56,88.48,95.53,92.28,90.10,88.48,87.39,86.31,85.76,85.22,89.02,87.39,85.76,85.22,84.13,84.13,83.59,83.05"
Rec-022_10s_1,1,3,2796,core,300,331,0.0,4.0,0.9839,303,333,310,335,1.0,True,89.539,111.2714,82.5059,6.4798,87.9333,"111.27,102.04,96.62,93.36,91.19,89.56,89.02,87.93,95.53,92.28,89.56,87.93,86.85,85.76,85.22,84.68,89.02,87.39,85.76,84.68,84.13,83.59,83.05,82.51"
Rec-022_10s_1,1,4,2797,core,309,331,0.0,9.0,0.9852,312,333,319,335,1.0,True,87.8429,105.8439,81.9631,5.5652,86.5765,"105.84,98.79,94.45,91.19,89.56,87.93,87.93,87.39,93.36,90.10,87.93,86.31,85.22,84.68,84.13,84.13,86.85,85.22,84.13,83.05,83.05,82.51,81.96,82.51"
Rec-022_10s_1,1,5,2798,core,314,331,0.0,5.0,0.987,317,333,324,335,1.0,True,87.2549,101.502,83.0486,4.3765,85.7624,"101.50,95.53,92.28,90.10,89.02,87.93,87.93,87.39,91.19,89.02,87.39,85.76,85.22,84.68,84.68,84.13,85.76,84.68,84.13,83.59,83.05,83.05,83.05,83.05"
Rec-022_10s_1,1,6,2799,core,323,331,0.0,9.0,0.9886,326,333,333,335,1.0,True,89.5163,102.0447,85.7624,3.882,87.9333,"102.04,97.16,93.36,91.19,91.19,91.19,91.19,90.65,92.28,90.65,89.02,87.93,87.93,87.93,87.93,87.93,87.93,86.31,85.76,85.76,85.76,85.76,85.76,85.76"
Rec-022_10s_1,1,7,2800,core,327,331,0.0,4.0,0.9866,330,333,337,335,1.0,True,91.2577,103.6729,87.3906,3.9955,89.8329,"103.67,99.33,96.07,94.45,93.36,92.28,92.28,92.28,93.36,92.28,91.19,90.10,89.56,89.56,89.56,89.56,88.48,87.93,87.93,87.39,87.39,87.39,87.39,87.39"
Rec-022_10s_1,1,8,2801,core,332,331,0.0,5.0,0.9906,335,333,342,335,1.0,True,92.2753,103.1302,87.9333,3.7635,91.1898,"103.13,99.33,96.62,95.53,94.99,94.45,94.45,94.45,94.45,92.28,91.19,91.19,91.19,90.65,90.65,90.65,89.56,89.02,89.02,88.48,88.48,88.48,87.93,88.48"
Rec-022_10s_1,1,9,2802,core,336,331,0.0,4.0,0.9875,339,333,346,335,1.0,True,93.7452,107.4722,89.0188,4.5665,92.0039,"107.47,103.13,99.33,97.16,96.07,95.53,95.53,94.99,96.62,94.99,93.36,92.28,91.73,91.73,91.19,91.19,91.19,90.10,89.56,89.56,89.56,89.56,89.02,89.02"
Rec-022_10s_1,1,10,2803,core,345,331,0.0,9.0,0.9863,348,333,355,335,1.0,True,93.7,108.5576,86.3051,5.0619,92.2753,"108.56,103.67,100.42,97.70,96.07,94.99,93.36,91.19,98.25,96.07,94.45,93.36,92.28,91.19,90.10,89.56,92.28,91.19,91.19,90.10,89.56,89.02,87.93,86.31"
Rec-022_10s_1,1,11,2804,core,350,331,0.0,5.0,0.9894,353,333,360,335,0.625,False,84.9708,103.6729,74.3647,8.6513,84.1341,"103.67,99.33,95.53,90.65,83.05,78.16,75.99,74.91,96.07,93.36,91.19,87.93,80.88,77.62,75.45,74.91,91.19,89.56,87.93,85.22,79.79,77.08,75.45,74.36"
Rec-022_10s_1,1,12,2805,core,354,331,0.0,4.0,0.9869,357,333,364,335,0.125,False,77.5986,91.7325,73.822,4.4356,75.7216,"91.73,84.68,80.33,77.62,75.99,74.91,74.91,74.36,85.76,80.88,77.62,75.99,75.45,74.36,74.36,73.82,81.96,78.16,76.54,75.45,74.91,74.36,74.36,73.82"
Rec-022_10s_1,1,13,2806,core,355,330,45.0,1.41,0.986,358,332,365,334,0.0,False,78.5484,96.0745,73.822,5.536,76.2643,"96.07,87.93,82.51,78.71,76.54,75.99,74.91,74.36,88.48,83.05,78.71,77.08,75.99,74.91,74.36,73.82,83.05,78.71,77.08,75.45,74.91,74.36,74.36,73.82"
Rec-022_10s_1,2,1,2942,core,291,332,-45.0,1.41,0.9831,294,334,301,336,1.0,True,90.2626,98.2455,86.3051,3.2013,89.8329,"98.25,96.62,94.45,93.36,93.36,92.28,91.73,91.19,91.19,90.65,90.65,90.10,89.56,89.56,89.56,89.02,86.85,86.85,87.39,86.85,86.85,86.85,86.85,86.31"
Rec-022_10s_1,2,2,2943,core,300,331,6.34,9.06,0.9848,303,333,310,335,1.0,True,94.1297,112.8996,87.9333,5.8328,92.818,"112.90,105.84,100.96,97.70,96.07,94.99,94.45,93.36,99.33,96.07,94.45,92.28,91.73,91.19,90.10,90.10,93.36,91.19,90.10,89.56,89.02,88.48,87.93,87.93"
Rec-022_10s_1,2,3,2944,core,304,331,0.0,4.0,0.9823,307,333,314,335,1.0,True,94.5367,116.6988,87.9333,6.6816,92.818,"116.70,108.01,102.04,98.25,96.07,94.45,93.36,93.36,100.96,97.70,94.45,92.28,91.73,91.19,90.10,89.56,93.36,91.73,90.65,89.56,89.02,88.48,87.93,87.93"
Rec-022_10s_1,2,4,2945,core,309,331,0.0,5.0,0.987,312,333,319,335,1.0,True,93.0442,110.1859,87.3906,5.2292,92.0039,"110.19,103.13,98.79,96.07,94.99,93.36,92.28,92.28,98.25,95.53,93.36,91.73,90.65,90.10,89.56,89.56,92.28,90.65,89.56,89.02,88.48,87.93,87.93,87.39"
Rec-022_10s_1,2,5,2946,core,323,331,0.0,14.0,0.9868,326,333,333,335,1.0,True,93.3608,105.8439,89.0188,4.1453,91.7325,"105.84,101.50,98.25,96.62,94.99,94.45,94.45,94.45,96.62,94.99,94.45,92.28,91.19,91.19,91.19,91.19,91.19,90.10,89.56,89.56,89.56,89.02,89.02,89.02"
Rec-022_10s_1,2,6,2947,core,327,331,0.0,4.0,0.9894,330,333,337,335,1.0,True,94.7855,109.1004,90.6471,4.3864,93.3608,"109.10,103.13,99.33,97.70,96.62,96.62,96.07,95.53,98.25,95.53,94.45,93.36,93.36,93.36,92.28,92.28,92.28,91.19,91.19,90.65,90.65,90.65,90.65,90.65"
Rec-022_10s_1,2,7,2948,core,332,331,0.0,5.0,0.9881,335,333,342,335,1.0,True,95.283,105.8439,91.1898,3.7043,94.4463,"105.84,102.04,99.33,98.25,98.25,97.70,97.16,96.62,97.70,95.53,94.99,94.45,94.45,94.45,94.45,93.36,92.28,92.28,91.73,91.19,91.19,91.19,91.19,91.19"
Rec-022_10s_1,2,8,2949,core,336,331,0.0,4.0,0.9902,339,333,346,335,1.0,True,96.5042,110.1859,91.7325,4.47,95.2604,"110.19,105.30,102.04,99.87,98.25,98.25,97.70,97.16,99.87,97.70,96.07,95.53,94.99,94.45,94.45,94.45,94.45,93.36,92.28,92.28,92.28,91.73,91.73,91.73"
Rec-022_10s_1,2,9,2950,core,341,331,0.0,5.0,0.9894,344,333,351,335,1.0,True,96.1876,106.9294,91.1898,3.7667,95.5318,"106.93,103.13,100.96,99.33,98.79,98.25,97.70,96.62,98.79,97.16,96.07,95.53,95.53,94.99,94.45,93.36,94.45,93.36,93.36,92.28,92.28,92.28,91.73,91.19"
Rec-022_10s_1,2,10,2951,core,345,331,0.0,4.0,0.9897,348,333,355,335,1.0,True,95.7127,109.6431,88.4761,4.9064,94.7176,"109.64,105.30,102.04,99.33,98.25,96.07,94.99,92.28,100.96,98.25,96.62,95.53,94.45,93.36,92.28,91.19,95.53,94.45,93.36,92.28,91.73,91.19,89.56,88.48"
Rec-022_10s_1,2,11,2952,core,350,331,0.0,5.0,0.9887,353,333,360,335,0.625,False,85.5362,103.6729,74.3647,8.8393,84.9482,"103.67,99.33,95.53,91.19,83.05,78.16,75.99,75.45,97.16,94.45,92.28,89.02,81.42,77.62,75.99,74.91,92.28,91.19,89.56,86.85,80.88,77.08,75.45,74.36"
Rec-022_10s_1,2,12,2953,core,354,331,0.0,4.0,0.9889,357,333,364,335,0.125,False,77.5307,91.7325,73.822,4.5589,75.7216,"91.73,84.13,79.79,77.08,75.99,75.45,74.36,73.82,86.31,80.88,77.62,75.99,75.45,74.36,73.82,73.82,83.05,78.71,76.54,75.45,74.91,73.82,73.82,73.82"
