specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-022_10s_1,1,1,2794,core,290,331,0.0,0.0,0.9846,294,334,298,337,1.0,True,84.5955,91.7325,80.3349,3.4295,83.8627,"91.73,90.10,89.56,88.48,88.48,85.76,85.76,85.22,85.22,84.68,82.51,82.51,83.05,83.05,82.51,80.33,80.88,80.33,80.88,80.88"
Rec-022_10s_1,1,2,2795,core,296,331,0.0,6.0,0.9835,300,334,304,337,1.0,True,84.5955,92.2753,80.3349,3.1846,84.1341,"92.28,90.10,88.48,87.39,86.31,87.39,85.76,85.22,84.13,84.13,84.13,83.59,83.05,82.51,81.96,81.96,81.42,80.88,80.88,80.33"
Rec-022_10s_1,1,3,2796,core,300,331,0.0,4.0,0.9839,304,334,308,337,1.0,True,84.2698,92.2753,80.3349,3.1827,83.5914,"92.28,89.56,87.93,86.85,85.76,87.39,85.76,84.68,84.13,83.59,83.59,83.05,82.51,82.51,81.96,81.42,80.88,80.88,80.33,80.33"
Rec-022_10s_1,1,4,2797,core,309,331,0.0,9.0,0.9852,313,334,317,337,1.0,True,83.0215,90.1043,79.7922,2.7806,82.5059,"90.10,87.93,86.31,85.22,84.68,85.22,84.13,83.05,83.05,82.51,82.51,81.96,81.42,80.88,80.88,80.33,80.33,80.33,79.79,79.79"
Rec-022_10s_1,1,5,2798,core,314,331,0.0,5.0,0.987,318,334,322,337,1.0,True,83.0758,89.0188,80.3349,2.418,82.7773,"89.02,87.39,85.76,85.22,84.68,84.68,84.13,83.59,83.05,83.05,82.51,81.96,81.42,81.42,81.42,80.88,80.33,80.33,80.33,80.33"
Rec-022_10s_1,1,6,2799,core,323,331,0.0,9.0,0.9886,327,334,331,337,1.0,True,85.4367,90.6471,83.0486,2.2006,84.9482,"90.65,89.02,87.93,87.93,87.93,86.31,85.76,85.76,85.76,85.76,84.13,84.13,84.13,84.13,84.13,83.05,83.05,83.05,83.05,83.05"
Rec-022_10s_1,1,7,2800,core,327,331,0.0,4.0,0.9866,331,334,335,337,1.0,True,86.9293,92.2753,83.5914,2.5065,86.5765,"92.28,91.19,90.10,89.56,89.56,87.93,87.93,87.39,87.39,87.39,85.76,85.76,85.76,85.22,85.22,83.59,84.13,84.13,84.13,84.13"
Rec-022_10s_1,1,8,2801,core,332,331,0.0,5.0,0.9906,336,334,340,337,1.0,True,87.7705,92.2753,84.6769,2.5055,87.662,"92.28,91.19,91.19,91.19,90.65,89.02,89.02,88.48,88.48,88.48,86.31,86.85,86.31,86.31,86.31,84.68,84.68,84.68,84.68,84.68"
Rec-022_10s_1,1,9,2802,core,336,331,0.0,4.0,0.9875,340,334,344,337,1.0,True,88.9374,94.989,85.7624,2.7152,88.7475,"94.99,93.36,92.28,91.73,91.73,90.10,89.56,89.56,89.56,89.56,87.93,87.93,87.39,87.39,86.85,85.76,85.76,85.76,85.76,85.76"
Rec-022_10s_1,1,10,2803,core,345,331,0.0,9.0,0.9863,349,334,353,337,1.0,True,88.9374,96.0745,83.5914,3.4166,88.4761,"96.07,94.45,93.36,92.28,91.19,91.19,91.19,90.10,89.56,89.02,87.93,87.93,87.39,86.85,85.76,85.76,85.76,85.22,84.13,83.59"
Rec-022_10s_1,1,11,2804,core,350,331,0.0,5.0,0.9894,354,334,358,337,0.8,False,82.9944,93.3608,75.4502,5.1142,82.7773,"93.36,91.19,87.93,80.88,77.62,89.56,87.93,85.22,79.79,77.08,86.31,84.68,83.05,78.71,75.99,84.13,82.51,80.88,77.62,75.45"
Rec-022_10s_1,1,12,2805,core,354,331,0.0,4.0,0.9869,358,334,362,337,0.0,False,75.6944,80.8776,73.822,1.6682,75.1788,"80.88,77.62,75.99,75.45,74.36,78.16,76.54,75.45,74.91,74.36,77.08,75.99,74.91,74.36,74.36,75.99,74.91,74.36,74.36,73.82"
Rec-022_10s_1,1,13,2806,core,355,330,45.0,1.41,0.986,359,333,363,336,0.0,False,76.0201,83.0486,73.822,2.1469,75.4502,"83.05,78.71,77.08,75.99,74.91,78.71,77.08,75.45,74.91,74.36,77.08,75.99,74.91,74.36,73.82,75.99,75.45,74.36,74.36,73.82"
Rec-022_10s_1,2,1,2942,core,291,332,-45.0,1.41,0.9831,295,335,299,338,1.0,True,85.9794,90.6471,82.5059,2.8431,85.491,"90.65,90.65,90.10,89.56,89.56,86.85,87.39,86.85,86.85,86.85,84.13,84.13,84.13,84.13,84.13,82.51,82.51,83.05,82.51,83.05"
Rec-022_10s_1,2,2,2943,core,300,331,6.34,9.06,0.9848,304,334,308,337,1.0,True,88.6118,96.0745,84.1341,3.3583,88.2047,"96.07,94.45,92.28,91.73,91.19,91.19,90.10,89.56,89.02,88.48,87.93,87.39,86.85,86.85,86.31,85.22,84.68,84.68,84.13,84.13"
Rec-022_10s_1,2,3,2944,core,304,331,0.0,4.0,0.9823,308,334,312,337,1.0,True,88.8017,97.7027,84.1341,3.5524,88.2047,"97.70,94.45,92.28,91.73,91.19,91.73,90.65,89.56,89.02,88.48,87.93,87.93,87.39,86.31,86.31,85.22,85.22,84.68,84.13,84.13"
Rec-022_10s_1,2,4,2945,core,309,331,0.0,5.0,0.987,313,334,317,337,1.0,True,88.069,95.5318,84.1341,3.1688,87.662,"95.53,93.36,91.73,90.65,90.10,90.65,89.56,89.02,88.48,87.93,87.39,86.85,86.31,86.31,85.76,84.68,84.68,84.13,84.13,84.13"
Rec-022_10s_1,2,5,2946,core,323,331,0.0,14.0,0.9868,327,334,331,337,1.0,True,88.7475,94.989,85.2196,2.9253,88.2047,"94.99,94.45,92.28,91.19,91.19,90.10,89.56,89.56,89.56,89.02,87.39,87.39,87.39,87.39,87.39,85.22,85.22,85.22,85.22,85.22"
Rec-022_10s_1,2,6,2947,core,327,331,0.0,4.0,0.9894,331,334,335,337,1.0,True,89.9143,95.5318,86.3051,2.8989,89.5616,"95.53,94.45,93.36,93.36,93.36,91.19,91.19,90.65,90.65,90.65,88.48,88.48,88.48,88.48,88.48,86.31,86.31,86.31,86.31,86.31"
Rec-022_10s_1,2,7,2948,core,332,331,0.0,5.0,0.9881,336,334,340,337,1.0,True,90.8099,95.5318,87.3906,2.7305,90.3757,"95.53,94.99,94.45,94.45,94.45,92.28,91.73,91.19,91.19,91.19,89.56,89.56,89.56,89.56,89.56,87.39,87.39,87.39,87.39,87.39"
Rec-022_10s_1,2,8,2949,core,336,331,0.0,4.0,0.9902,340,334,344,337,1.0,True,91.5155,97.7027,87.9333,2.9797,91.1898,"97.70,96.07,95.53,94.99,94.45,93.36,92.28,92.28,92.28,91.73,90.65,90.10,90.10,89.56,89.56,87.93,87.93,87.93,87.93,87.93"
Rec-022_10s_1,2,9,2950,core,341,331,0.0,5.0,0.9894,345,334,349,337,1.0,True,91.7054,97.16,87.9333,2.9552,91.4612,"97.16,96.07,95.53,95.53,94.99,93.36,93.36,92.28,92.28,92.28,90.65,90.65,90.10,90.10,89.56,88.48,87.93,87.93,87.93,87.93"
Rec-022_10s_1,2,10,2951,core,345,331,0.0,4.0,0.9897,349,334,353,337,1.0,True,91.3798,98.2455,86.3051,3.2982,91.1898,"98.25,96.62,95.53,94.45,93.36,94.45,93.36,92.28,91.73,91.19,91.19,90.65,89.56,89.56,88.48,88.48,87.93,87.39,86.85,86.31"
Rec-022_10s_1,2,11,2952,core,350,331,0.0,5.0,0.9887,354,334,358,337,0.8,False,84.1613,94.4463,75.9929,5.4935,84.4055,"94.45,92.28,89.02,81.42,77.62,91.19,89.56,86.85,80.88,77.08,88.48,86.85,84.13,79.79,76.54,85.76,84.68,82.51,78.16,75.99"
Rec-022_10s_1,2,12,2953,core,354,331,0.0,4.0,0.9889,358,334,362,337,0.0,False,75.7487,80.8776,73.822,1.7958,75.4502,"80.88,77.62,75.99,75.45,74.36,78.71,76.54,75.45,74.91,73.82,77.62,75.99,74.91,74.36,73.82,76.54,75.45,74.91,73.82,73.82"
Rec-022_10s_1,2,13,2954,core,355,331,0.0,1.0,0.9865,359,334,363,337,0.0,False,75.2602,78.7067,73.822,1.3102,74.9074,"78.71,77.08,75.99,74.91,74.36,77.62,75.99,74.91,74.36,73.82,75.99,75.45,74.36,74.36,74.36,75.99,74.91,74.36,73.82,73.82"
Rec-022_10s_1,3,1,3075,core,290,331,0.0,0.0,0.9834,294,334,298,337,1.0,True,89.9415,96.6172,84.6769,3.5677,89.5616,"96.62,94.99,94.45,94.45,94.45,91.19,90.65,91.19,91.19,91.19,87.93,87.93,88.48,88.48,88.48,84.68,85.22,85.76,85.76,85.76"
Rec-022_10s_1,3,2,3076,core,293,332,-18.43,3.16,0.9821,297,335,301,338,1.0,True,88.3133,93.3608,84.6769,2.7997,87.9333,"93.36,92.28,92.28,91.73,91.19,89.56,89.56,89.56,89.56,89.02,86.85,86.85,86.85,86.85,86.85,84.68,85.22,84.68,84.68,84.68"
Rec-022_10s_1,3,3,3077,core,297,331,14.04,4.12,0.9838,301,334,305,337,1.0,True,91.4612,99.331,86.8478,3.3435,90.9184,"99.33,96.62,95.53,94.45,93.36,94.45,93.36,92.28,91.73,91.19,90.65,90.10,89.56,89.56,89.56,87.93,87.93,87.39,87.39,86.85"
Rec-022_10s_1,3,4,3078,core,302,331,0.0,5.0,0.9841,306,334,310,337,1.0,True,90.5656,97.16,86.3051,2.8268,90.3757,"97.16,95.53,93.36,92.28,92.28,93.36,91.73,91.19,91.19,90.65,90.10,89.56,89.56,89.02,88.48,87.93,87.39,87.39,86.85,86.31"
Rec-022_10s_1,3,5,3079,core,306,331,0.0,4.0,0.9861,310,334,314,337,1.0,True,90.6742,97.7027,86.3051,2.9452,90.3757,"97.70,95.53,93.36,93.36,92.28,93.36,92.28,91.19,91.19,90.65,90.10,89.56,89.56,89.02,88.48,87.93,87.39,87.39,86.85,86.31"
Rec-022_10s_1,3,6,3080,core,311,331,0.0,5.0,0.9868,315,334,319,337,1.0,True,90.0229,96.0745,85.7624,2.7314,89.8329,"96.07,94.45,93.36,92.28,91.19,92.28,91.19,91.19,90.65,90.10,89.56,89.56,89.02,88.48,87.93,87.39,86.85,86.85,86.31,85.76"
Rec-022_10s_1,3,7,3081,core,315,331,0.0,4.0,0.9876,319,334,323,337,1.0,True,90.05,96.6172,86.3051,2.7669,89.5616,"96.62,94.45,93.36,92.28,91.73,92.28,91.19,91.19,90.10,89.56,89.56,89.56,89.02,88.48,87.93,87.39,86.85,86.85,86.31,86.31"
Rec-022_10s_1,3,8,3082,core,320,331,0.0,5.0,0.9892,324,334,328,337,1.0,True,90.6742,95.5318,86.8478,2.8795,90.3757,"95.53,94.99,94.45,94.45,94.45,91.73,91.73,91.73,91.73,91.19,89.56,89.56,89.02,89.02,89.02,87.39,87.39,86.85,86.85,86.85"
Rec-022_10s_1,3,9,3083,core,324,331,0.0,4.0,0.9888,328,334,332,337,1.0,True,91.4883,98.2455,87.9333,3.0629,90.9184,"98.25,96.62,94.99,94.45,93.36,94.45,93.36,92.28,91.73,91.73,90.10,90.10,89.56,89.56,89.56,87.93,87.93,87.93,87.93,87.93"
