specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-027_std_2,1,1,1125,core,290,331,0.0,0.0,0.984,292,333,296,335,1.0,True,99.2586,120.498,92.2753,8.0083,97.16,"120.50,111.81,106.93,103.13,100.42,98.25,98.25,97.16,95.53,95.53,92.28,92.28,92.28,92.28,92.28"
Rec-027_std_2,1,2,1126,core,293,331,0.0,3.0,0.9832,295,333,299,335,1.0,True,101.8638,123.2118,94.4463,7.9364,99.331,"123.21,113.99,108.56,105.30,102.04,103.67,102.04,99.33,97.70,96.62,96.07,95.53,94.99,94.45,94.45"
Rec-027_std_2,1,3,1127,core,297,331,0.0,4.0,0.9817,299,333,303,335,1.0,True,103.3111,129.7247,94.4463,9.4145,100.4165,"129.72,117.78,110.19,105.30,102.04,106.39,103.13,100.42,98.25,96.62,98.25,97.16,95.53,94.45,94.45"
Rec-027_std_2,1,4,1128,core,302,331,0.0,5.0,0.9845,304,333,308,335,1.0,True,100.7783,121.5835,93.3608,7.3879,98.2455,"121.58,111.81,106.39,102.04,99.33,103.67,100.96,98.25,96.62,95.53,97.16,95.53,94.99,94.45,93.36"
Rec-027_std_2,1,5,1129,core,306,331,0.0,4.0,0.9825,308,333,312,335,1.0,True,101.7552,125.9255,93.3608,8.4823,98.7882,"125.93,113.99,108.01,103.13,99.87,105.30,102.04,98.79,96.62,95.53,98.25,96.07,94.99,94.45,93.36"
Rec-027_std_2,1,6,1130,core,311,331,0.0,5.0,0.9854,313,333,317,335,1.0,True,99.2948,117.2416,92.2753,6.5414,97.16,"117.24,109.64,103.67,100.42,98.25,102.04,99.87,97.16,95.53,94.45,96.62,95.53,93.36,93.36,92.28"
Rec-027_std_2,1,7,1131,core,315,331,0.0,4.0,0.9827,317,333,321,335,1.0,True,100.4527,121.5835,93.3608,7.5139,98.2455,"121.58,111.81,105.84,102.04,98.79,103.13,100.96,98.25,96.07,94.99,96.62,95.53,94.45,93.36,93.36"
Rec-027_std_2,1,8,1132,core,320,331,0.0,5.0,0.9855,322,333,326,335,1.0,True,99.6928,116.6988,93.3608,6.1234,97.7027,"116.70,109.10,104.22,100.96,98.79,102.04,99.87,97.70,96.07,95.53,96.62,95.53,94.45,94.45,93.36"
Rec-027_std_2,1,9,1133,core,324,331,0.0,4.0,0.9823,326,333,330,335,1.0,True,101.321,121.0408,94.4463,7.0589,98.7882,"121.04,111.81,106.39,103.13,100.42,104.22,101.50,98.79,97.70,96.62,97.70,96.07,95.53,94.45,94.45"
Rec-027_std_2,1,10,1134,core,329,331,0.0,5.0,0.9854,331,333,335,335,1.0,True,100.2355,115.6133,94.4463,5.7598,98.2455,"115.61,109.10,105.30,101.50,99.33,103.13,100.42,98.25,97.16,96.07,97.16,96.07,94.99,94.99,94.45"
