specimen,layer_index,obs_index,frame_idx,frame_type,tip_x,tip_y,direction_deg,movement_px,confidence,roi_c0,roi_r0,roi_c1,roi_r1,roi_valid_frac,roi_complete,roi_mean_C,roi_max_C,roi_min_C,roi_std_C,roi_median_C,roi_pixels_raw
Rec-022_10s_1,1,1,2794,core,290,331,0.0,0.0,0.9846,292,333,296,334,1.0,True,98.6797,123.7545,89.5616,10.013,94.7176,"123.75,108.56,102.04,98.25,94.99,94.45,93.36,91.73,90.10,89.56"
Rec-022_10s_1,1,2,2795,core,296,331,0.0,6.0,0.9835,298,333,302,334,1.0,True,98.354,118.8698,88.4761,8.734,96.0745,"118.87,108.01,101.50,96.62,93.36,98.79,95.53,92.28,90.10,88.48"
Rec-022_10s_1,1,3,2796,core,300,331,0.0,4.0,0.9839,302,333,306,334,1.0,True,99.4938,125.9255,87.9333,10.9119,96.0745,"125.93,111.27,102.04,96.62,93.36,100.42,95.53,92.28,89.56,87.93"
Rec-022_10s_1,1,4,2797,core,309,331,0.0,9.0,0.9852,311,333,315,334,1.0,True,96.3459,118.8698,86.3051,9.237,93.9035,"118.87,105.84,98.79,94.45,91.19,96.62,93.36,90.10,87.93,86.31"
Rec-022_10s_1,1,5,2798,core,314,331,0.0,5.0,0.987,316,333,320,334,1.0,True,93.6864,109.6431,85.7624,6.8187,91.7325,"109.64,101.50,95.53,92.28,90.10,94.45,91.19,89.02,87.39,85.76"
Rec-022_10s_1,1,6,2799,core,323,331,0.0,9.0,0.9886,325,333,329,334,1.0,True,94.989,110.7286,87.9333,6.567,92.818,"110.73,102.04,97.16,93.36,91.19,95.53,92.28,90.65,89.02,87.93"
Rec-022_10s_1,1,7,2800,core,327,331,0.0,4.0,0.9866,329,333,333,334,1.0,True,96.6173,110.1859,90.1043,5.9057,94.989,"110.19,103.67,99.33,96.07,94.45,95.53,93.36,92.28,91.19,90.10"
Rec-022_10s_1,1,8,2801,core,332,331,0.0,5.0,0.9906,334,333,338,334,1.0,True,96.9429,109.1004,91.1898,5.3685,96.0745,"109.10,103.13,99.33,96.62,95.53,96.62,94.45,92.28,91.19,91.19"
Rec-022_10s_1,1,9,2802,core,336,331,0.0,4.0,0.9875,338,333,342,334,1.0,True,99.7109,113.9851,92.2753,6.4083,97.9741,"113.99,107.47,103.13,99.33,97.16,98.79,96.62,94.99,93.36,92.28"
Rec-022_10s_1,1,10,2803,core,345,331,0.0,9.0,0.9863,347,333,351,334,1.0,True,100.9049,115.6133,93.3608,6.4969,99.331,"115.61,108.56,103.67,100.42,97.70,100.96,98.25,96.07,94.45,93.36"
Rec-022_10s_1,1,11,2804,core,350,331,0.0,5.0,0.9894,352,333,356,334,1.0,True,96.6173,109.6431,87.9333,6.1978,95.8031,"109.64,103.67,99.33,95.53,90.65,98.79,96.07,93.36,91.19,87.93"
Rec-022_10s_1,1,12,2805,core,354,331,0.0,4.0,0.9869,356,333,360,334,0.4,False,85.491,105.3012,75.9929,8.8561,82.7773,"105.30,91.73,84.68,80.33,77.62,94.99,85.76,80.88,77.62,75.99"
