specimen,n_layers,pixel_row,pixel_col,pixel_id,T1_px,T2_px,T3_px,T4_px,T5_px,T6_px,T7_px,T8_px,T9_px,T10_px,T11_px,T12_px,T13_px,T14_px,T15_px,T16_px,T17_px,T18_px,T19_px,T20_px,T21_px,T22_px,T23_px,T24_px,T25_px,T26_px,T27_px,T28_px,T29_px,T1_first6_px,T2_first6_px,T3_first6_px,T4_first6_px,T5_first6_px,T6_first6_px,delta_T_px,delta_T6_px,T_mean_px,T_std_px,T_max_px,T_min_px
Rec-027_std_2,29,0,0,0,110.57214285714284,110.82727272727274,110.82,109.51846153846155,111.0675,111.5425,110.14461538461538,111.4975,110.8477777777778,111.45111111111112,112.46599999999998,112.31785714285716,113.08111111111111,112.65000000000002,113.60500000000002,115.02846153846151,113.895,114.45,113.82299999999998,113.805,114.98692307692308,113.92999999999998,114.21928571428573,114.3925,115.24999999999999,115.95374999999999,117.105,116.92500000000001,116.2025,110.57214285714284,110.82727272727274,110.82,109.51846153846155,111.0675,111.5425,5.630357142857164,0.9703571428571678,113.18535413724207,2.1037424951497394,117.105,109.51846153846155
Rec-027_std_2,29,0,1,1,105.64999999999999,105.79363636363637,105.66250000000002,104.96615384615384,106.31750000000001,106.58874999999998,105.76076923076923,106.79333333333334,106.38666666666664,107.2911111111111,107.691,107.74285714285713,108.49666666666667,108.22384615384615,108.774,109.8523076923077,109.0091666666667,109.83500000000001,109.046,109.10000000000002,110.1430769230769,109.154,109.64285714285715,109.73250000000002,110.77333333333335,111.745,112.1525,111.81333333333333,111.63416666666667,105.64999999999999,105.79363636363637,105.66250000000002,104.96615384615384,106.31750000000001,106.58874999999998,5.984166666666681,0.9387499999999847,108.47489766459597,2.0910352646075516,112.1525,104.96615384615384
Rec-027_std_2,29,0,2,2,102.04428571428572,102.14181818181818,102.36,101.6676923076923,102.78875,103.06124999999999,102.46076923076922,103.49083333333333,103.25,104.09333333333332,104.268,104.32999999999996,105.11999999999999,104.84076923076921,105.57099999999998,106.13538461538461,105.57083333333333,106.23142857142857,105.62599999999998,105.39166666666667,106.46846153846153,105.78899999999999,106.46285714285715,106.38583333333332,107.38166666666666,108.28625,108.625,108.24000000000001,108.05833333333335,102.04428571428572,102.14181818181818,102.36,101.6676923076923,102.78875,103.06124999999999,6.014047619047631,1.0169642857142662,105.03935229425748,2.0487153340530804,108.625,101.6676923076923
Rec-027_std_2,29,0,3,3,99.52499999999999,99.97272727272725,100.01,99.33076923076922,100.6175,100.75500000000001,100.54076923076921,100.86583333333333,101.07888888888888,101.74333333333333,101.609,102.12000000000002,102.52555555555556,102.67153846153845,103.074,103.63153846153847,103.17333333333333,103.7492857142857,103.29299999999998,103.12833333333333,103.9630769230769,103.455,104.02071428571426,104.12416666666667,105.21083333333333,105.77625,105.91125,105.84249999999999,105.57083333333333,99.52499999999999,99.97272727272725,100.01,99.33076923076922,100.6175,100.75500000000001,6.045833333333334,1.2300000000000182,102.66517347212175,1.9849535586817095,105.91125,99.33076923076922
Rec-027_std_2,29,0,4,4,98.01357142857144,98.69090909090909,98.7425,98.07923076923079,99.40125,99.465,99.28923076923077,99.51416666666667,99.81444444444445,100.71777777777777,100.25399999999999,100.72642857142857,101.44111111111111,101.41769230769229,101.554,101.92,101.68166666666666,102.31642857142856,101.93500000000002,102.04333333333334,102.41846153846154,101.88199999999999,102.6642857142857,102.72166666666665,103.67083333333333,104.75874999999999,104.6875,104.53083333333332,104.16749999999998,98.01357142857144,98.69090909090909,98.7425,98.07923076923079,99.40125,99.465,6.153928571428537,1.4514285714285649,101.32826110670939,1.968338054760359,104.75874999999999,98.01357142857144
Rec-027_std_2,29,0,5,5,97.04499999999999,97.89999999999999,97.79500000000002,97.24461538461537,98.5175,98.655,98.24538461538462,98.6075,98.72777777777777,99.99333333333333,99.332,99.87214285714286,100.53555555555555,100.37307692307694,100.85,100.83230769230771,100.73166666666667,101.19000000000001,100.905,101.13999999999999,101.6676923076923,100.79399999999998,101.73357142857142,101.90749999999998,102.58583333333331,103.605,103.47,103.49000000000001,103.40166666666669,97.04499999999999,97.89999999999999,97.79500000000002,97.24461538461537,98.5175,98.655,6.3566666666666976,1.6100000000000136,100.38441808765947,1.9259324258903339,103.605,97.04499999999999
Rec-027_std_2,29,0,6,6,96.22857142857143,97.11090909090909,97.07,96.40923076923076,97.77000000000001,98.10874999999999,97.5353846153846,97.61250000000001,98.06555555555555,99.27111111111111,98.681,99.06142857142858,99.93444444444442,99.70615384615385,100.145,100.04076923076924,99.91833333333334,100.22214285714287,100.09100000000001,100.32666666666667,100.79076923076924,99.711,100.76642857142856,101.09416666666668,101.81833333333333,102.65374999999999,102.5875,102.90416666666665,102.54166666666667,96.22857142857143,97.11090909090909,97.07,96.40923076923076,97.77000000000001,98.10874999999999,6.313095238095244,1.8801785714285586,99.59230112607698,1.9007787749874046,102.90416666666665,96.22857142857143
Rec-027_std_2,29,0,7,7,95.18285714285715,96.5181818181818,96.38999999999999,95.27999999999999,96.95875,97.36375,96.78384615384616,96.39083333333332,97.0988888888889,98.60666666666667,97.91999999999999,98.32357142857143,99.45222222222222,98.83076923076922,99.222,99.16384615384617,99.01583333333333,98.98285714285714,99.222,99.69166666666666,100.04076923076923,98.35499999999999,99.48571428571428,100.55166666666668,100.86833333333333,102.11125000000001,101.90875000000001,102.22416666666665,101.8625,95.18285714285715,96.5181818181818,96.38999999999999,95.27999999999999,96.95875,97.36375,6.679642857142852,2.180892857142851,98.75195484017898,1.9707964092836634,102.22416666666665,95.18285714285715
Rec-027_std_2,29,1,0,8,100.49357142857141,100.86,101.00416666666668,100.16615384615383,101.63749999999999,101.3,101.08307692307692,101.99833333333333,101.86222222222221,102.34555555555556,102.588,102.70214285714285,103.00777777777778,103.25461538461539,103.727,104.67384615384614,104.12333333333333,104.7192857142857,104.53999999999999,104.30499999999999,105.09230769230768,104.975,105.02857142857142,105.12,106.25,106.79249999999999,107.13250000000001,107.24499999999999,107.01916666666669,100.49357142857141,100.86,101.00416666666668,100.16615384615383,101.63749999999999,101.3,6.525595238095278,0.806428571428583,103.62229748221127,2.1366146937341677,107.24499999999999,100.16615384615383
Rec-027_std_2,29,1,1,9,98.20785714285714,98.64090909090909,98.69916666666666,98.28846153846153,99.1975,99.33125000000001,99.12307692307695,99.78583333333334,99.99444444444444,100.41555555555554,100.308,100.8042857142857,101.01777777777778,101.16615384615388,101.71600000000001,102.37692307692308,101.8625,102.62428571428573,102.37,102.04333333333334,102.87769230769231,102.803,103.05142857142857,102.94916666666666,103.89666666666666,104.75875,104.8925,104.93916666666668,104.84833333333334,98.20785714285714,98.64090909090909,98.69916666666666,98.28846153846153,99.1975,99.33125000000001,6.640476190476207,1.1233928571428748,101.48241442656959,2.1020802312091726,104.93916666666668,98.20785714285714
