specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,82.95619844177124,12.052652849432013,0.012857942619374322,95.00885129120324,264.7274539203468,0.15497231874923523,0.10650832870103952,0.0564806452001356,0.03173542577361678,0.017946554256378738,0.010040708954469808,0.005545791622083687,7.9048569230769345,4.98133531246729,4.117366574512494,0.009965702954545661,True,3.781525918088228,0.8889509419265543,68.711,1.303,82.95619844177124,86.72612,90.62073000000001,92.48531538461538,93.72514615384617,94.08115000000001,94.63097692307693
Rec-024_90s_1,90,1.75,6,74.11643566104821,20.833724480857462,0.011713855359841499,94.95016014190568,329.34923511092904,0.24404323517555324,0.1747751909916404,0.10038820344807979,0.05676786511663139,0.03324943194313905,0.019781030605558893,0.01151826196133246,14.582332051282066,6.172873034625735,5.060282596076571,0.0063889456799425945,True,4.124104929425395,0.8253944389835072,65.416,2.467,74.11643566104821,79.59068333333333,86.99724166666665,89.59446,91.81068333333333,92.881775,94.1730153846154
Rec-025_30s_1,30,1.75,6,77.41014853866547,19.20546906274422,0.010309420939357345,96.6156176014097,353.934245044396,0.19799726490563496,0.14963224964560848,0.08951693315615226,0.05571193748362156,0.035946943206576355,0.022526302706073715,0.014609733083500888,13.228180000000009,3.1563424817680983,2.4053636872073065,0.004614997252984979,True,3.737315018719007,1.0326078414308257,67.051,1.965,77.41014853866547,81.99933,88.38936363636365,91.1643909090909,92.58283,94.56961666666666,95.22751000000001
Rec-026_60s_2,60,2.0,6,71.60246261890157,22.568415716761344,0.012184529860384173,94.1708783356629,326.42395255445985,0.27498553520244207,0.19391669139247114,0.11184276962239764,0.06269795766355957,0.03623498288551985,0.02060379220986496,0.011503467002238837,15.099368181818164,3.1736763302766895,2.577644972067305,0.0035126110534319725,True,3.650931484180658,0.7739537966499869,64.007,2.429,71.60246261890157,78.20878181818183,85.09488333333333,88.99690000000001,91.11516923076925,92.43468461538463,93.30815
Rec-028_30s_2,30,1.75,6,74.70367569780639,18.77339130136942,0.012803779028727308,93.4770669991758,300.1289514866878,0.24037035384256544,0.1647566264118641,0.08911146485417706,0.04861064109513386,0.026916370250849822,0.014840485252881562,0.008199860767242724,12.125433333333348,5.038711615803657,4.314421978203029,0.005558351998817048,True,3.583497297025478,0.7945911879963291,64.356,1.958,74.70367569780639,80.6378,86.49011666666667,89.66846,91.36186923076924,92.47593,92.76323333333335
Rec-029_10s_2,10,2.5,6,82.75989050498711,13.280387126675823,0.01119323013677168,96.04027763166293,300.37811222879253,0.14865042941430248,0.10625060842038621,0.062086308372203206,0.0373786264088543,0.021923411515755765,0.013003315261916244,0.007946266685635861,8.407641414141423,5.079937731692423,4.005831861598631,0.00824419287442293,True,3.3711023344252538,0.704613802859606,70.217,1.174,82.75989050498711,86.69833636363636,90.24338181818182,92.84545555555556,93.98425454545455,95.04932222222223,95.10597777777778
Rec-030_90s_2,90,1.75,6,71.89675007149307,22.219986562732526,0.011751610201680284,94.1167366342256,334.04667801011124,0.26112062077180637,0.19124680731153318,0.10922442303726061,0.06336511160356892,0.03741417197427295,0.021035693020288147,0.012444956082433824,15.37976136363639,4.257558627460324,3.583086621975285,0.003973578193388567,True,3.8175041888966477,0.8365506795365144,63.943,2.541,71.89675007149307,77.77467499999999,84.92027,88.69647,91.00158888888888,92.14920000000001,93.15443636363638
Rec-031_30s_3,30,1.75,6,76.28470482404246,19.005491640626865,0.010217228613877518,95.29019646466932,355.22423775543865,0.19418345301142279,0.14636839367116988,0.08887095354471881,0.0551679051292598,0.03418799236409878,0.021078614468871146,0.012754854199964747,12.688342424242421,3.533443419133461,2.6772584941891258,0.0038192973620925466,True,3.4802442747398126,0.9161080397724491,65.816,1.854,76.28470482404246,81.35909090909091,86.3852625,90.7375125,91.99443076923077,92.94513636363637,94.04743333333333
Rec-032_30s_4,30,2.0,6,76.10969976065392,18.30817642866112,0.013008193543585733,94.41787618931505,294.70126487045934,0.2381563024141381,0.1701843380544427,0.09355086397082704,0.050760586214063305,0.02736407435632117,0.014977035041276478,0.00821509319090267,12.748755000000017,3.6119647549102236,3.0472097515868977,0.004747585168193212,True,3.451318148486452,0.914684110321618,65.72,1.782,76.10969976065392,81.19176999999999,87.465975,90.44762499999999,92.10334545454546,93.10143076923077,93.94052500000001
Rec-G3_S60_1,60,2.0,6,72.85488809572348,22.066080786222148,0.008621216670932396,94.92096888194563,418.6035313875488,0.1902364635363194,0.14149618245212003,0.08606612615370499,0.05287957548674902,0.032770857920112646,0.020134623603917434,0.012442146695610973,14.850207692307691,5.827901788032326,4.509220735179633,0.005917007216080354,True,3.8301372778054095,0.7393157859950427,65.442,1.96,72.85488809572348,78.53841538461538,84.84512307692307,88.83672857142857,91.07214615384616,92.71935714285715,93.38862307692307
