specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,87.25722237742086,11.509906228418727,0.012267596403637468,98.76712860583959,269.87954398199577,0.14119888425395405,0.098727598561589,0.05390175865327133,0.03103517588915434,0.018015956307216956,0.01035191357576141,0.005887679543575571,7.607822307692302,4.962507720481845,3.9637066255917732,0.011640762170054268,True,7.298102997923761,1.8519764877944862,68.711,1.303,87.25722237742086,90.70326999999999,94.43269999999998,96.22265000000002,97.2472142857143,97.9318090909091,98.31109230769229
Rec-024_90s_1,90,1.75,6,77.81868790964577,20.191943915849702,0.01372607687903127,98.01063182549548,290.33678664398496,0.27715617452604074,0.18699844171198926,0.09765094273054674,0.050183414457873776,0.02675102327459152,0.014556679846274607,0.007741925643387927,14.182938461538441,6.955811877166453,6.001019799767383,0.00779136906884404,True,7.636911557901281,1.5636185377012115,65.416,2.467,77.81868790964577,83.90897692307693,91.49397692307691,93.56625,95.51536923076924,96.13048888888889,98.09191538461538
Rec-025_30s_1,30,1.75,6,81.2914388322132,19.080048940746806,0.01036416308967728,100.37148777296001,351.9436251877186,0.19774873898092415,0.14922234856416652,0.08887485986637947,0.05517322654424896,0.035516624332942316,0.022201476992764837,0.014365995179513914,13.122091818181815,2.8986990360788343,2.1456366444343944,0.0052113883093440816,True,7.326996286906073,1.7052191395201268,67.051,1.965,81.2914388322132,85.90579,92.39484166666666,94.50766666666665,96.55557272727273,98.32899230769232,99.02788181818181
Rec-026_60s_2,60,2.0,6,75.46695247035125,22.078948094131043,0.012700321273164639,97.54590056448228,314.70509162033375,0.28040973416899034,0.19483947089674414,0.10955515221363354,0.060056125823807746,0.03391186991496339,0.018787657887109982,0.010233856188742315,14.710490909090908,2.853580429723485,2.280051792297523,0.003784141987462705,True,6.958814496154935,1.6002179640943661,64.007,2.429,75.46695247035125,82.19398181818183,88.92338461538462,92.92790000000001,94.72807692307694,95.90974285714286,96.90447272727273
Rec-028_30s_2,30,1.75,6,79.01749502529911,17.771341647205496,0.013279538879504409,96.7888366725046,287.9930918721606,0.23599522234502132,0.159150756500082,0.08413595824000684,0.044874477378626425,0.024307796819311334,0.013138040199154799,0.0071009356198616525,11.486749358974336,4.6177178742381155,3.954373722851868,0.005501265292488125,True,6.86003159274262,1.5241076443158839,64.356,1.958,79.01749502529911,84.73799230769231,90.53373846153846,93.32554545454546,94.83809285714285,95.96789000000001,96.22474166666665
Rec-029_10s_2,10,2.5,6,86.6851466991254,12.743576786839272,0.01051086807480586,99.42872348596467,309.9687881804119,0.13394605440762594,0.09754943608337514,0.0588997955000524,0.03657426798437358,0.022160842668413346,0.013569433288439372,0.008544958975773554,8.355719999999977,4.704679082376811,3.632564459604318,0.008296843407876887,True,6.263934221548705,1.3764899079812765,70.217,1.174,86.6851466991254,90.24645000000002,93.62892499999998,96.15205999999998,97.35222499999999,98.08655,98.60217
Rec-030_90s_2,90,1.75,6,75.32713313841438,22.034333076416537,0.013244321431191934,97.36146621483093,304.7928609717577,0.2918297897860049,0.20499566155859517,0.10903578824893558,0.059028631228289934,0.032597497569520434,0.017072537195535493,0.009428000923563646,15.071962179487187,4.227939292927525,3.5888102245367226,0.004499491837054894,True,7.142619697941334,1.4843639282975847,63.943,2.541,75.32713313841438,81.87964615384615,89.09636363636365,92.95902727272727,94.93475000000001,95.66314444444444,96.95160833333334
Rec-031_30s_3,30,1.75,6,80.58432189849735,17.89176940162029,0.011008277608066663,98.47609130011764,330.9865835978328,0.19695756447254892,0.14524557776793542,0.08484746031358437,0.050668313001648015,0.030313134589626027,0.01796971636762974,0.010478047080165588,12.392078787878788,3.217552845365718,2.5780796820093794,0.00407455436252503,True,6.902191451655358,1.649142628405546,65.816,1.854,80.58432189849735,85.34295454545455,90.63492500000001,94.45703333333333,95.3558230769231,96.50095000000003,97.73503333333333
Rec-032_30s_4,30,2.0,6,80.4301421595604,17.401727407532803,0.012911591601567645,97.83186956709321,292.3960868473783,0.22468399744787004,0.16061233071361275,0.08868230386394231,0.04833788195113059,0.02617788466559352,0.014392077478046647,0.007929521825837695,12.2887191919192,3.468440949106113,2.846523683268644,0.005091868109499606,True,6.721652380900895,1.634000653740964,65.72,1.782,80.4301421595604,85.24603636363636,91.20323076923076,94.02413333333334,95.59475000000002,96.57016428571428,97.53475555555556
Rec-G3_S60_1,60,2.0,6,76.02494438128102,21.50849086437044,0.009014407631126226,97.53343524565146,402.45304792321053,0.19388630418178962,0.14206360261630294,0.08447401928541455,0.05083740452158627,0.030778930103072564,0.018523102530551623,0.011180955297637487,14.4353642857143,6.70768067068118,5.191053152697243,0.007425049798671147,True,5.9860781536702845,1.1215183525363903,65.442,1.96,76.02494438128102,81.77898571428571,88.15487142857141,91.88207857142856,94.04752857142857,95.63144285714286,96.21435000000001
