specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,83.8533659820298,11.780375742433288,0.013476311312644798,95.63374172446309,254.37022946382214,0.15875601088496008,0.10715854009100623,0.055118094873525245,0.030123033319269087,0.016574084556089105,0.00901743786418163,0.004840431506176535,7.598089999999999,5.398996457645655,4.557048096550288,0.01074834807773803,True,4.2678730898317925,0.8271857654394816,68.711,1.303,83.8533659820298,87.69361,91.52297999999999,93.3689,94.48106153846153,94.88649,95.2917
Rec-024_90s_1,90,1.75,6,75.54948770941607,20.12609040548015,0.012281648633517515,95.67557811489621,315.16347570706415,0.24718157072651525,0.17418120836180281,0.09739402034662713,0.0535736807047933,0.030575406039217545,0.01773800546123695,0.01006140442961255,14.132261538461549,6.728353555710329,5.646259498756669,0.00705861818982692,True,4.797864954714834,0.7564143704286711,65.416,2.467,75.54948770941607,80.9681,88.47105833333335,90.79932000000001,92.82055000000001,93.88658749999999,95.10036153846156
Rec-025_30s_1,30,1.75,6,78.22775577050976,18.93473557599753,0.010941149743110343,97.1624913465073,337.6366259496985,0.20716777728318764,0.15389867252328138,0.08921600511489428,0.05393434992639363,0.033878097047062114,0.02063048657103027,0.013029833634837666,13.184200000000004,3.4040160360284397,2.649637041166083,0.0049145632442286775,True,4.336130282427814,0.9195495777572025,67.051,1.965,78.22775577050976,82.93554,89.6671090909091,92.19306363636363,93.53867,95.2629,96.11974000000001
Rec-026_60s_2,60,2.0,6,72.77676327966844,22.06908062580756,0.0127737255623027,94.845843905476,313.3128086664601,0.2819043793263973,0.19546626368208836,0.10977591983456376,0.05984089149152475,0.033678901773640996,0.018634641537859174,0.010114928724245605,14.733595454545451,3.533204825057107,2.8949597241733867,0.004093860805683188,True,4.39845763371614,0.7262725767517688,64.007,2.429,72.77676327966844,79.47145454545455,86.44581666666666,90.08588888888889,92.16165384615383,93.26453076923076,94.20505
Rec-028_30s_2,30,1.75,6,75.94746474347517,18.263904227494212,0.013441095410398802,94.21136897096937,287.46521641289127,0.24548687928813573,0.1651296934975115,0.08662241420745949,0.04584869597657529,0.024650968401287457,0.01319456825656245,0.007078305162171265,11.716741666666678,5.465988814852071,4.7538578978782855,0.006211260145204626,True,4.320281332008954,0.7950160249579029,64.356,1.958,75.94746474347517,81.91792499999998,87.78006666666668,90.80987000000002,92.24630000000002,93.3834,93.63466666666666
Rec-029_10s_2,10,2.5,6,83.53789759550955,13.272383123210176,0.011756049894687254,96.81028071871972,290.119329435971,0.15603079821786386,0.1096586013417708,0.06236982099297682,0.03660338022044357,0.020900412178713728,0.012075193430432684,0.007198603314644735,8.26405656565656,5.537264264152221,4.497471816429454,0.00849500193547453,True,3.9840890506956295,0.7353437835785468,70.217,1.174,83.53789759550955,87.63455454545455,91.31864545454545,93.7779,94.90815454545455,95.97734444444444,95.89861111111111
Rec-030_90s_2,90,1.75,6,73.03728549816722,21.75148493431721,0.01257400687807546,94.78877043248443,315.88321078188307,0.27350332117245935,0.19599763302329765,0.10763453873957449,0.06010817984600634,0.034206349834379784,0.01847253357934122,0.010534398851463943,14.996532575757598,4.751448095465591,4.074961396812502,0.0045700719998976,True,4.603499055817184,0.7645549107326409,63.943,2.541,73.03728549816722,79.08105833333333,86.40761,89.96561,92.01228888888889,93.1698111111111,94.07759090909093
Rec-031_30s_3,30,1.75,6,77.27823841517912,18.580373193435154,0.011008479180045784,95.85861160861427,334.412725787811,0.20454165145741168,0.15083759155407386,0.08811325468493288,0.05271467836820088,0.03147929942654627,0.018695113026448194,0.010880932308435528,12.44932803030305,3.9289049572161514,3.1277031329126226,0.004349675241495229,True,4.202992335672788,0.8800087662560315,65.816,1.854,77.27823841517912,82.47436363636363,87.629925,91.832425,92.92820769230768,93.83363636363637,94.92369166666668
Rec-032_30s_4,30,2.0,6,77.4906478635389,17.94452880887472,0.012891023885412814,95.43517667241362,295.1216634858031,0.23132334948768235,0.1658026782440962,0.09163481696243007,0.04999550866482169,0.027102054589778473,0.014914373813959337,0.008225094868360788,12.627087500000016,3.747440152689671,3.2020375853339704,0.004756022042162643,True,4.155926241991856,0.8779896908706304,65.72,1.782,77.4906478635389,82.35815,88.67458333333336,91.5158375,93.00991818181818,93.99977692307691,94.98523750000001
Rec-G3_S60_1,60,2.0,6,73.79879698364353,21.6016161105062,0.009103432364622773,95.40041309414973,400.07146879383686,0.19664885122853884,0.14386401013377076,0.08510653967823892,0.05088458103318239,0.03070174381500949,0.0183563493113598,0.011041937818447898,14.510299999999972,6.112893265359987,4.77525543564327,0.006142400648362112,True,4.276701522000068,0.710879793465241,65.442,1.96,73.79879698364353,79.61125384615386,86.0117,89.8329357142857,91.95639230769231,93.49862142857141,94.12155384615383
