specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,90.87324901019164,11.11803358280652,0.012479342266809728,101.99128259299816,263.75240093256497,0.1387457464137274,0.09621472275816394,0.051983940656652454,0.02964710363020176,0.01708487356575283,0.009703273496760928,0.00546527017752764,7.070228571428586,5.386936669737058,4.124921456068593,0.015264434602393066,True,7.936191171539559,1.5112143163935368,68.711,1.303,90.87324901019164,94.318,97.6501181818182,99.50708000000002,100.93852857142858,101.14313333333335,101.38822857142858
Rec-024_90s_1,90,1.75,6,80.169802658743,20.802049729891102,0.01677543094631908,100.97185238863409,251.1876029663207,0.34896334878568364,0.2157394030065026,0.0972454545736482,0.043225290235043574,0.01998048250911577,0.009524248837882799,0.004402494148286925,13.966646153846156,8.295741279310604,7.480417750785986,0.009859210437594718,True,8.067630486701063,1.355642098522173,65.416,2.467,80.169802658743,87.8192076923077,95.6144642857143,97.39518000000001,99.06217857142857,99.48375555555555,101.78585384615386
Rec-025_30s_1,30,1.75,6,84.98507100126739,18.915156640978637,0.010310302763977488,103.90022764224602,352.26129391168274,0.19502099179654916,0.14737946342699823,0.08786285409469881,0.054774325930061527,0.035279968136661254,0.022145477948162493,0.014337553586116407,12.58144333333334,3.164001449299542,2.590035853403617,0.007208414686196112,True,7.867642035976424,1.393635341950067,67.051,1.965,84.98507100126739,89.58689,95.79896923076922,98.11885000000001,100.06669166666667,102.05026153846153,102.16833333333334
Rec-026_60s_2,60,2.0,6,79.81089187209015,21.2944105848552,0.0120496728622253,101.10530245694535,324.18270350928725,0.2565906813414129,0.1816457170298402,0.10519400834884143,0.05934968911431605,0.03450870475899151,0.01974519350283944,0.011095438481097715,14.3844,3.3300329655512875,2.583098992617907,0.004830754616176294,True,7.268327902266493,1.4274905731628549,64.007,2.429,79.81089187209015,85.9893,92.52300769230769,96.22286,97.79060714285713,99.42144285714286,100.3737
Rec-028_30s_2,30,1.75,6,81.95954643230554,17.842706596744296,0.014422654841876957,99.80225302904984,271.04638404251,0.25733919868972405,0.1673553145892119,0.0837496299403901,0.042417592714705576,0.021795800206657598,0.011172636573462683,0.005713399329431027,10.8726010989011,4.919482424922239,4.117983836320396,0.007078258065952633,True,7.206818145920192,1.2770543695370262,64.356,1.958,81.95954643230554,88.2357142857143,93.90869285714284,96.91659090909091,98.26099285714288,99.22241999999999,99.1083153846154
Rec-029_10s_2,10,2.5,6,89.3095918547523,13.189640233174856,0.011149303898393564,102.49923208792715,300.4332984129302,0.147055307270145,0.10505367622520126,0.06151646327765938,0.03710937839144543,0.02181111215942524,0.012963253789504364,0.007937110974161657,8.574774999999988,4.934789129995126,3.917662252199255,0.008233656341744531,True,6.517202618255865,1.213824313350745,70.217,1.174,89.3095918547523,93.231125,96.60820833333334,99.60234,100.44661666666667,101.27038999999999,101.8059
Rec-030_90s_2,90,1.75,6,78.1513635219246,22.24738478399876,0.014902219827247683,100.39874830592336,279.3240258807575,0.33153541863251473,0.22226234433680975,0.10923693845208517,0.054901103855321876,0.028146338245790416,0.013594865678406917,0.006952437417098013,14.608983516483505,4.397078459760673,3.6154969522094373,0.0056910506478396366,True,7.372389795033886,1.3039984864639154,63.943,2.541,78.1513635219246,85.57368571428573,92.80899166666667,96.90015454545455,98.67607000000001,98.92492222222222,100.18266923076924
Rec-031_30s_3,30,1.75,6,85.05554150926645,16.514456299122216,0.010877680509281975,101.56999780838866,326.3345115806918,0.17963897940635065,0.13271275547552241,0.0781637986824879,0.04687833479154441,0.02826836911095712,0.016831307761210494,0.009895175460663864,11.880091666666658,3.2241161069857123,2.582996018840905,0.0052833754100165544,True,7.293211050407291,1.3846490218426197,65.816,1.854,85.05554150926645,89.23590833333333,94.61812499999999,97.51097999999999,98.5071230769231,99.5091,101.11599999999999
Rec-032_30s_4,30,2.0,6,83.80582302602683,17.03590387597924,0.013625015051006831,100.84172690200607,279.3423662177407,0.23211444671772277,0.16250509054034395,0.08683056016491926,0.04587194746000426,0.0240146857355184,0.012773506034975768,0.006794278227186649,11.764313333333334,3.631821939659576,2.9143379814793846,0.006513170918402883,True,7.063514091286454,1.4237650821788639,65.72,1.782,83.80582302602683,88.88011666666667,94.55740714285714,97.52184444444444,98.88169999999998,99.86337857142858,100.64443
Rec-G3_S60_1,60,2.0,6,78.72810729271633,21.527020712357405,0.009169737140609847,100.25512800507374,397.39753467887954,0.19739712135278115,0.14386302228436626,0.08478116757245711,0.05050050262370285,0.03035808511386885,0.018083008300555488,0.010837320066163853,14.486121428571408,7.535752933471216,5.8089605772775865,0.008650257649319069,True,6.194473662738296,0.9608659842227322,65.442,1.96,78.72810729271633,84.56312857142859,91.00887857142857,94.82016666666667,96.75422142857143,98.38057333333334,99.04925
