specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,90.4582833779548,11.348209708091225,0.013424581650935272,101.80649308604603,252.27984473341428,0.152344967818207,0.10275625691337914,0.05298879015172946,0.029026570672595054,0.01600746518358282,0.008729530451970906,0.004697091073700909,6.8699564935064785,6.039655447780823,4.786979636419131,0.015526781676673426,True,5.604013638902571,0.8672849231503453,68.711,1.303,90.4582833779548,94.20943636363637,97.58431818181818,99.71477857142857,100.67621428571428,101.42796363636363,101.07939285714285
Rec-024_90s_1,90,1.75,6,80.73702253409364,20.192967635444738,0.01773137659960904,100.92999016953837,239.1959836055225,0.35804911380778753,0.2153728482051768,0.09304521379298422,0.03937431813332632,0.01741741305628673,0.007959249061104944,0.003520810901301462,13.435030769230792,8.910882408968735,8.186073385710092,0.01059210922244194,True,5.631044298105478,0.937906398283999,65.416,2.467,80.73702253409364,88.39257692307692,96.30413076923075,97.85471,99.11774285714286,99.6325,101.82760769230771
Rec-025_30s_1,30,1.75,6,84.8802494605525,18.69663709221953,0.011200339644122733,103.57688655277204,330.78386852547317,0.20940868563576195,0.15447185054091417,0.08823422271398794,0.05270863408489693,0.0326844071498765,0.01970783182575961,0.012312337966051653,12.979004545454558,3.215264727334918,2.3749395412438523,0.006120224723510998,True,5.438902032341872,0.9418073002726731,67.051,1.965,84.8802494605525,89.69725,96.58105,98.20026666666666,99.87825833333335,101.79837692307692,102.67625454545455
Rec-026_60s_2,60,2.0,6,79.8707417723201,21.039836963740324,0.012989673712754876,100.91057873606043,305.7179370964432,0.27330061712854603,0.18833112270538022,0.10451561606303786,0.0563919825423319,0.03149902595970334,0.017217680567058982,0.0092497581311878,14.086700000000008,3.585995434609991,2.7440048794371794,0.005502168870029135,True,4.991735879481042,0.8836706151078427,64.007,2.429,79.8707417723201,86.36924545454545,93.07689230769232,96.36215999999999,98.37490769230772,99.43564285714287,100.45594545454546
Rec-028_30s_2,30,1.75,6,82.86409796314823,16.982023885748156,0.015241056400416784,99.84612184889639,256.98691932511036,0.25882398383591265,0.16467879698365015,0.07923563896030764,0.03851378316557579,0.019056102872708442,0.009404783703801269,0.004641555364500113,10.663206410256393,5.276820866643568,4.655702029629089,0.007007728426877471,True,4.9638503040603545,0.8615957519602282,64.356,1.958,82.86409796314823,88.94367692307694,94.76775384615384,97.1896090909091,98.33078571428568,99.42323,99.60688333333333
Rec-029_10s_2,10,2.5,6,89.66094439319144,12.889407785714521,0.011360824518000093,102.55035217890597,294.62480987951903,0.14643429999444682,0.10394466158402536,0.06025219965543539,0.03599985950077474,0.020946726901300505,0.012327229419005417,0.007477767693161952,8.387231666666665,5.372000084000891,4.287006080496111,0.008948507218665825,True,4.631020040163101,0.7641149104616077,70.217,1.174,89.66094439319144,93.50550833333334,97.06049166666668,99.67834,100.62904166666665,101.44767000000002,101.89274
Rec-030_90s_2,90,1.75,6,78.84469597170958,21.73002708134419,0.015221303899747338,100.57472305305377,273.4322228166871,0.33075934595487955,0.22041003831260034,0.10642110568312137,0.05270377345513828,0.026636042079440984,0.012666468889361522,0.006401526422432485,14.4572121794872,4.9102732331330765,4.160963174705547,0.006161218351253973,True,5.087629148744935,0.889176262437884,63.943,2.541,78.84469597170958,86.11304615384614,93.49193333333334,97.22907272727274,98.82622999999998,99.27067777777778,100.57025833333334
Rec-031_30s_3,30,1.75,6,84.72118989079274,16.754224008809132,0.01217488166132035,101.47541389960188,302.1490768927685,0.2039806946345034,0.14535191698193478,0.08037047707017297,0.045442901099401356,0.025746417025747627,0.014439804489783688,0.007951967580759153,11.8228,3.662326464216935,3.006467116352705,0.005637056178840179,True,5.0085869649759225,0.9691844495730214,65.816,1.854,84.72118989079274,89.47110833333333,94.894025,98.1912111111111,98.74231538461537,99.88276666666667,101.29390833333333
Rec-032_30s_4,30,2.0,6,84.2765252768504,16.814369596428964,0.013569938871127249,101.09089487327937,279.3450109905324,0.2281699675800816,0.16033612812543135,0.0858889535716999,0.045388923404556004,0.023824060157735444,0.012704490326623291,0.006790174599477944,11.967232323232324,3.7132585479004496,3.0380818662625937,0.006419989508238619,True,4.860302201305483,1.0031380037421813,65.72,1.782,84.2765252768504,89.16684545454545,95.06416923076925,97.76908888888889,98.97366666666666,99.98227857142855,101.13407777777778
Rec-G3_S60_1,60,2.0,6,79.23056324015653,21.02070419312913,0.00974951127028636,100.25126743328566,377.79626296425016,0.20494159244026822,0.14640355511313555,0.08344143997931065,0.048100745763699826,0.02799986828154081,0.01614083536863003,0.009365237599387581,14.111385714285731,7.613442363340845,5.9584281349977255,0.008614205548971816,True,4.834237685741189,0.756274620860697,65.442,1.96,79.23056324015653,85.21185,91.79069285714286,95.30019333333333,97.24528571428573,98.61817333333333,99.32323571428573
