specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,84.40698427938966,11.41203015525405,0.011578742682078095,95.8190144346437,280.206837170993,0.13213696064780237,0.09426647735631272,0.053245200272195425,0.031622353005065836,0.018926063347483917,0.01121852886228096,0.006585989638414899,7.747556923076942,4.97743269950668,4.001423509767301,0.010263737554124467,True,4.932740042750713,0.7499569127568922,68.711,1.303,84.40698427938966,87.60552,91.36565999999999,93.08475714285714,94.02914285714284,94.76795454545454,95.35307692307694
Rec-024_90s_1,90,1.75,6,75.41983215543708,20.175939880660152,0.011366524652881852,95.59577203609723,333.9426444825925,0.22933031804858575,0.16555823859528782,0.09667042641611012,0.05570283714717641,0.033084515676529105,0.019988346771506908,0.011849543081133883,14.381915384615397,6.208935719061771,5.0000633179753295,0.006656183654853148,True,5.702800226627684,0.6205125910635666,65.416,2.467,75.41983215543708,80.50523846153845,87.78636923076925,90.22805,92.42557692307693,93.2088,94.88715384615385
Rec-025_30s_1,30,1.75,6,78.24511592175014,18.838159972830113,0.010286196111100437,97.08327589458025,352.6368029773378,0.193773007852813,0.14653228071662713,0.08761357439793764,0.05458564432378756,0.03525500796109578,0.022115971326036234,0.014357605406354373,13.037326363636353,3.2726717813693362,2.494384604330205,0.004986735360662089,True,5.178805410954946,0.722422633970844,67.051,1.965,78.24511592175014,82.70561000000001,89.14002500000002,91.34538333333334,93.31143636363639,95.04913846153846,95.74293636363636
Rec-026_60s_2,60,2.0,6,72.04621856608203,22.571670866757728,0.012570612814593289,94.61788943283976,318.8914773874717,0.2837397350444467,0.19788772506448002,0.11192534021664481,0.06173327182876137,0.0350629655387548,0.019542898350591746,0.010711497012284302,15.086336363636363,3.3282860662157425,2.700932342771587,0.003915646647749961,True,5.235805538744845,0.621567006382951,64.007,2.429,72.04621856608203,78.85074545454546,85.74063846153845,89.80037777777777,91.67910769230768,92.87695714285715,93.93708181818182
Rec-028_30s_2,30,1.75,6,76.40899759085411,17.76974360239766,0.012166634196468034,94.17874119325177,307.1349361048441,0.21619797017540043,0.15069396153035577,0.08403661476461341,0.04724586996444817,0.026941619831653895,0.015332144600882966,0.008725334984728501,11.690015384615378,4.9191076848736355,4.130933515530971,0.005708906690401182,True,5.129196156826695,0.6516838457799565,64.356,1.958,76.40899759085411,81.71598461538461,87.39392307692307,90.19904545454546,91.82712857142857,93.14152,93.40599999999999
Rec-029_10s_2,10,2.5,6,84.41483574172754,12.36257698443901,0.010070519406289712,96.77741272616655,316.2587728287932,0.12449757143354359,0.09188081123470257,0.056662197383281626,0.03589424809561825,0.022210140653570225,0.0138819772553212,0.008912800881001787,8.151656666666696,4.836784989242301,3.6661875754978532,0.008861078576284874,True,4.704179944642253,0.5613275271674482,70.217,1.174,84.41483574172754,87.71443333333332,91.05773333333333,93.25223,94.64709166666667,95.37762,95.86609000000001
Rec-030_90s_2,90,1.75,6,72.95973497442147,21.841234006665214,0.011719942586541618,94.80096898108668,333.2520964142748,0.25597800857733666,0.18727155597945297,0.10711565492375476,0.062232982927829326,0.03679790958191587,0.020761850160668,0.012276330797955443,15.195611538461534,4.461191509395582,3.7573925701645634,0.004237184980395075,True,5.4919828173360665,0.6127381948317977,63.943,2.541,72.95973497442147,78.71333846153847,85.80577272727272,89.4767,91.624,92.80356666666667,93.90895
Rec-031_30s_3,30,1.75,6,77.20282949098323,18.8756250208399,0.010076287989408394,96.07845451182314,358.1338933438314,0.19019623369006566,0.14392308818110833,0.08798974880898755,0.05488906578856152,0.03429801188227065,0.021252269940163635,0.012971123258025937,12.700076515151508,3.6551359147647164,2.7374473625920923,0.004018766852706993,True,5.018804140973114,0.7294295699509434,65.816,1.854,77.20282949098323,82.13878181818183,87.159925,91.49856666666668,92.56085384615383,93.686425,94.83885833333333
Rec-032_30s_4,30,2.0,6,77.812070097868,17.38829790535492,0.012093207666185888,95.20036800322292,306.70483740007546,0.21028029753096214,0.15354873239932873,0.088034645768472,0.04986651216647845,0.02807620202410203,0.016032272028294103,0.009173332241143523,12.290591919191911,3.7395063531839825,3.09484695063214,0.004815026002256401,True,4.956767976201047,0.6934147527787533,65.72,1.782,77.812070097868,82.29076363636364,88.19885384615385,90.9944111111111,92.67148333333334,93.7158857142857,94.58135555555555
Rec-G3_S60_1,60,2.0,6,73.800465944435,21.473203677064312,0.008780148316441227,95.27366962149932,410.0048071540213,0.1885379131137758,0.13926575306215636,0.08393663039457026,0.05118502927157491,0.031396157180378595,0.019145553219594106,0.011709285682252945,14.398257142857133,6.114961454570994,4.743517091288377,0.006446260461928558,True,4.994251741621164,0.6008245339951096,65.442,1.96,73.800465944435,79.43083571428573,85.67242142857144,89.42511428571429,91.65967142857143,93.28016428571429,93.82909285714287
