specimen,pausa_s,peso_rottura_kg,pixel_row,pixel_col,pixel_id,T1_px,T2_px,T3_px,T4_px,T5_px,T6_px,delta_T_px,T_mean_px,T_std_px,T_max_px,T_min_px,fit_ok,fit_error,T0,A,alpha,T_inf,t_star,heating_rate_t0,sigma_T0,sigma_A,sigma_alpha,bed_temp_C,bed_temp_std_C
Rec-022_10s_1,10,2.5,0,0,0,105.79272727272728,108.11363636363639,110.76571428571431,112.27857142857144,113.19636363636364,111.89214285714287,6.0994155844155955,110.33985930735933,2.8334303128049196,113.19636363636364,105.79272727272728,True,,102.59176593148199,10.550699069556188,0.011778103377279943,113.14246500103818,270.2504877010738,0.12426722434380409,8.68265016914204,6.69477580756325,0.026781231861788282,68.711,1.303
Rec-022_10s_1,10,2.5,0,1,1,100.16818181818184,103.02999999999999,105.10714285714286,106.30785714285715,107.27454545454543,106.50214285714284,6.333961038961007,104.73164502164502,2.6813146276302215,107.27454545454543,100.16818181818184,True,,96.96816620535645,10.488718076115818,0.012047819218144207,107.45688428147227,265.5906200504385,0.1263661792111247,6.678555628877896,5.210959969088277,0.019326711619710477,68.711,1.303
Rec-022_10s_1,10,2.5,0,2,2,96.32272727272729,99.42909090909092,101.50214285714286,102.35500000000002,103.1781818181818,102.58714285714287,6.264415584415573,100.89571428571429,2.593493913892316,103.1781818181818,96.32272727272729,True,,92.67279491105273,10.594647408313362,0.014015348622691671,103.2674423193661,239.81607321289906,0.14848767696200857,6.676624941514313,5.4714484120448645,0.017723530919924957,68.711,1.303
Rec-022_10s_1,10,2.5,0,3,3,93.60727272727273,97.06090909090909,99.13857142857144,99.91214285714285,100.61363636363636,100.2992857142857,6.692012987012973,98.43863636363636,2.6867816625992003,100.61363636363636,93.60727272727273,True,,89.69748219298488,11.2680803956089,0.014260878979937068,100.96556258859378,241.2262205118875,0.16069273085797992,7.10063619169006,5.834710411079311,0.017191649606010256,68.711,1.303
Rec-022_10s_1,10,2.5,0,4,4,91.83090909090907,95.33545454545455,97.74214285714285,98.16857142857144,99.13363636363634,98.55571428571429,6.724805194805214,96.79440476190477,2.7613613403616055,99.13363636363634,91.83090909090907,True,,87.44819499873614,11.919725931453543,0.015325754317828507,99.36792093018968,232.83247252123138,0.18267879116130656,10.291083748232941,8.736482235742173,0.022569886816078223,68.711,1.303
Rec-022_10s_1,10,2.5,1,0,5,94.54545454545455,98.09818181818181,99.95142857142858,101.15285714285713,101.79727272727273,101.88857142857145,7.343116883116906,99.57229437229437,2.8425240882390166,101.88857142857145,94.54545454545455,True,,91.03321804213383,11.449996262032583,0.01241195649315077,102.48321430416641,267.26274352887725,0.14211685545108738,5.551225399364311,4.272448525864139,0.014834141287473707,68.711,1.303
Rec-022_10s_1,10,2.5,1,1,6,92.27636363636363,95.7781818181818,97.66357142857142,98.90642857142859,99.43,99.48500000000001,7.208636363636387,97.25659090909092,2.813022173261222,99.48500000000001,92.27636363636363,True,,88.69222917660962,11.393845149940319,0.0127090702443454,100.08607432654993,262.4891575371049,0.14480517836378565,5.25913371511205,4.174856229879911,0.01303748442567246,68.711,1.303
Rec-022_10s_1,10,2.5,1,2,7,90.49818181818182,94.34909090909092,96.03642857142857,96.92642857142856,97.65454545454544,97.66357142857144,7.165389610389624,95.52137445887446,2.756287255654489,97.66357142857144,90.49818181818182,True,,86.58660359792307,11.441573600184935,0.014304715284041829,98.02817719810801,241.7696950526181,0.16366845275205494,5.651498214454721,4.749356515326128,0.012731971993811882,68.711,1.303
Rec-022_10s_1,10,2.5,1,3,8,89.16636363636363,92.91727272727272,94.87357142857142,95.76571428571428,96.27272727272727,96.57857142857142,7.412207792207795,94.26237012987012,2.8220029830147917,96.57857142857142,89.16636363636363,True,,85.22408382763479,11.662789397181019,0.013973969246946017,96.8868732248158,247.18843147408364,0.16297546036981564,6.117758811811283,5.115200009396998,0.013280770360634657,68.711,1.303
Rec-022_10s_1,10,2.5,1,4,9,87.88454545454546,91.73272727272727,94.37071428571429,94.99,95.73,95.33857142857143,7.454025974025967,93.34109307359307,3.027757006180436,95.73,87.88454545454546,True,,82.95437319061502,13.118311561672007,0.015739565794898925,96.07268475228702,234.49126157126176,0.20647652794291982,9.232513988104346,7.946443978433831,0.018245164768595487,68.711,1.303
Rec-024_90s_1,90,1.75,0,0,0,98.99692307692308,108.34769230769231,109.101,109.52642857142858,109.64222222222223,113.40076923076926,14.403846153846175,108.16917256817258,4.825183005267134,113.40076923076926,98.99692307692308,True,,81.07404145267597,29.61823906580437,0.03249975367831842,110.69228051848035,160.93127407037576,0.9625854740241899,27.465059154950666,26.207320467867863,0.03171007237592163,65.416,2.467
Rec-024_90s_1,90,1.75,0,1,1,94.1123076923077,102.6276923076923,104.15899999999999,104.52571428571427,104.63777777777779,107.80538461538464,13.693076923076944,102.97797944647944,4.659869109279596,107.80538461538464,94.1123076923077,True,,81.79590004487686,24.07975750093648,0.02529317366469258,105.87565754581334,188.68766952009145,0.6090534882748703,14.554523292279917,13.786216546329545,0.017766413485628827,65.416,2.467
Rec-024_90s_1,90,1.75,0,2,2,90.72923076923077,98.83,100.14599999999999,100.95857142857143,101.43888888888888,103.79846153846155,13.069230769230785,99.31685877085876,4.515636322244631,103.79846153846155,90.72923076923077,True,,81.26893670433174,21.20500839127819,0.02142175494069106,102.47394509560993,209.09810156742165,0.454248493273259,11.446664769011017,10.80906125802435,0.013791592936116584,65.416,2.467
Rec-024_90s_1,90,1.75,0,3,3,88.56076923076924,96.36769230769232,97.649,98.59500000000001,99.2688888888889,101.33307692307692,12.772307692307677,96.96240455840456,4.438481427293245,101.33307692307692,88.56076923076924,True,,82.21643380794654,18.406738638831843,0.016306348198959864,100.62317244677838,249.28176256388156,0.3001466894520406,8.977287321947392,8.103793600994539,0.011632033446980598,65.416,2.467
Rec-024_90s_1,90,1.75,0,4,4,87.14,94.8223076923077,96.075,97.04357142857143,98.00555555555553,99.87461538461538,12.734615384615381,95.49350834350834,4.4379481784868124,99.87461538461538,87.14,True,,81.97480049927628,17.621130823283497,0.014241662261906481,99.59593132255978,272.8525825463011,0.25095419385807366,8.65734927016249,7.651707281755554,0.010670496083100988,65.416,2.467
Rec-024_90s_1,90,1.75,1,0,5,88.47615384615386,96.15923076923076,97.486,99.44714285714284,99.69222222222223,102.16846153846153,13.692307692307665,97.23820187220186,4.7583224920968,102.16846153846153,88.47615384615386,True,,81.05038447218618,20.244207676886898,0.01679497213738119,101.29459214907308,249.4527613277634,0.34000090387667387,8.368974631411755,7.533543501478725,0.010422260978450119,65.416,2.467
Rec-024_90s_1,90,1.75,1,1,6,86.05461538461539,93.52846153846154,95.532,97.15928571428572,97.64444444444445,99.58076923076925,13.52615384615386,94.91659605209605,4.797200558888999,99.58076923076925,86.05461538461539,True,,79.47831866752821,19.77678165880374,0.015019410728827454,99.25510032633196,269.9477357987174,0.2970356066279149,7.459050949078351,6.566800169972867,0.009098826890941008,65.416,2.467
Rec-024_90s_1,90,1.75,1,2,7,84.30230769230769,91.81692307692309,93.85000000000002,95.57071428571427,96.19777777777777,97.70384615384616,13.401538461538465,93.2402614977615,4.824649049521542,97.70384615384616,84.30230769230769,True,,78.08107810226068,19.567518270786,0.014433162452698786,97.64859637304667,277.4169126510034,0.28242116999840594,7.287756841820458,6.401605258079953,0.008488635274425803,65.416,2.467
Rec-024_90s_1,90,1.75,1,3,8,83.09,90.64692307692309,92.49300000000001,94.67999999999999,95.23111111111113,96.65923076923076,13.569230769230757,92.1333774928775,4.912965279735202,96.65923076923076,83.09,True,,77.56166143611118,19.41819173445856,0.012930345814736623,96.97985317056974,300.56359189752436,0.2510839342234095,6.750449167563641,5.747832422029462,0.007668648700549124,65.416,2.467
Rec-024_90s_1,90,1.75,1,4,9,82.46230769230769,89.89538461538463,92.059,93.67214285714284,94.56777777777776,95.94923076923077,13.486923076923077,91.43430728530728,4.867573935915436,95.94923076923077,82.46230769230769,True,,76.87471599362277,19.33854067395366,0.01302886622786024,96.21325666757643,298.5579280436921,0.2519592594829764,6.809167755915912,5.797811660099047,0.00788322961537866,65.416,2.467
Rec-025_30s_1,30,1.75,0,0,0,100.85099999999998,107.33666666666666,108.42083333333333,111.45083333333334,113.06615384615384,114.47818181818182,13.627181818181839,109.26727816627817,4.932146677826382,114.47818181818182,100.85099999999998,True,,96.97782524852747,19.51364141325327,0.008435453353250568,116.49146666178073,410.6668600769774,0.16460641189355646,5.516425483494403,6.185230019496965,0.010962964986388548,67.051,1.965
Rec-025_30s_1,30,1.75,0,1,1,95.533,102.27,103.40083333333332,105.88666666666666,107.76461538461538,108.50909090909092,12.976090909090914,103.89403438228437,4.754752535164318,108.50909090909092,95.533,True,,91.04426366844486,18.715734665035008,0.010300195908449269,109.75999833347987,351.6565552257366,0.19277573362041572,3.9841269562089052,3.1542824987025755,0.008174534368253772,67.051,1.965
Rec-025_30s_1,30,1.75,0,2,2,91.73300000000002,98.925,100.0075,101.99916666666667,103.62923076923076,104.7081818181818,12.975181818181781,100.1670132090132,4.661900238070103,104.7081818181818,91.73300000000002,True,,86.99172723645079,18.42322924171304,0.011390743735294582,105.41495647816383,325.44119909002626,0.20985428306893877,4.046336486873355,3.0868735747011207,0.0072119342722362385,67.051,1.965
Rec-025_30s_1,30,1.75,0,3,3,89.128,96.48166666666667,97.97583333333331,99.05916666666667,100.83307692307692,102.04454545454546,12.916545454545457,97.58704817404816,4.5935092399881,102.04454545454546,89.128,True,,83.7656474385132,18.527736877223504,0.012930170242493244,102.2933843157367,296.93624191490665,0.23956679203062003,3.9723134498812884,3.106020851062027,0.007165737938935285,67.051,1.965
Rec-025_30s_1,30,1.75,0,4,4,87.825,95.44166666666668,96.48083333333334,97.02333333333331,99.45615384615385,100.31636363636363,12.49136363636363,96.09055846930846,4.4485404875777395,100.31636363636363,87.825,True,,81.29965101149722,18.9306561356962,0.015910307468250322,100.23030714719341,255.70553564444305,0.30119255969464603,5.59840105142671,4.811494362782527,0.009405889717223954,67.051,1.965
Rec-025_30s_1,30,1.75,1,0,5,90.15700000000001,96.34583333333335,98.5175,100.50750000000001,102.54461538461538,103.17909090909089,13.022090909090878,98.54192327117327,4.827394856623743,103.17909090909089,90.15700000000001,True,,85.70200222895349,19.058383053063825,0.009856641498215453,104.76038528201731,364.8561685519816,0.187851649289715,2.6040524729504004,2.1012274085511393,0.005911325769746809,67.051,1.965
Rec-025_30s_1,30,1.75,1,1,6,87.71600000000001,94.22083333333335,96.21,98.11,99.99846153846154,100.51454545454546,12.798545454545447,96.12830672105673,4.744603875466969,100.51454545454546,87.71600000000001,True,,82.9234628461355,18.71950753318948,0.011001385906046757,101.64297037932496,335.24788163594224,0.20594052634376683,2.7512705531263317,2.0060545616872303,0.005608149752129372,67.051,1.965
Rec-025_30s_1,30,1.75,1,2,7,85.599,92.54833333333335,94.71833333333335,96.39166666666667,97.95461538461538,98.83818181818182,13.23918181818182,94.34168842268843,4.842864640069124,98.83818181818182,85.599,True,,80.55853015155209,19.14307534341208,0.011532447842742589,99.70160549496417,325.8379846533805,0.22076651794759147,3.0312502808842385,2.3318071044569963,0.0049340401930567076,67.051,1.965
Rec-025_30s_1,30,1.75,1,3,8,84.513,91.32583333333334,93.54416666666667,94.80833333333332,96.82615384615384,97.45636363636362,12.943363636363614,93.07897513597514,4.750987213509657,97.45636363636362,84.513,True,,79.5338873710169,18.813509885631568,0.011660090911287507,98.34739725664846,321.7257162921034,0.2193672356268703,3.4625718872112152,2.71807518932976,0.005259822780180798,67.051,1.965
Rec-025_30s_1,30,1.75,1,4,9,83.917,90.91916666666667,92.72750000000002,93.54333333333334,95.9076923076923,96.71545454545456,12.798454545454561,92.28835780885781,4.613477931203144,96.71545454545456,83.917,True,,78.46466240177833,18.738225500912026,0.013005080332764518,97.20288790269035,296.5386955843898,0.24369212793281755,4.082337943630069,3.29846143185128,0.006480549565833475,67.051,1.965
Rec-026_60s_2,60,2.0,0,0,0,96.96272727272729,102.75384615384617,106.44200000000001,108.39153846153846,109.48785714285715,110.57909090909092,13.61636363636363,105.76950999001001,5.1174036480913205,110.57909090909092,96.96272727272729,True,,91.46550036644399,20.0083920818978,0.011223504818793695,111.47389244834179,336.3268403557797,0.22456428494749356,7.039069061473174,5.288871830279605,0.010732427154935312,64.007,2.429
Rec-026_60s_2,60,2.0,0,1,1,91.9309090909091,98.41307692307693,101.71800000000002,103.92153846153846,104.79642857142858,105.94272727272728,14.011818181818185,101.12044671994674,5.22968202134636,105.94272727272728,91.9309090909091,True,,85.78647207319821,20.725235652769847,0.012364618212870628,106.51170772596805,315.9656795092406,0.25625962621827375,5.166657929708949,3.961614709474228,0.007824723884462823,64.007,2.429
