specimen,pausa_s,peso_rottura_kg,n_layers,T0,A,alpha,T_inf,t_star,heating_rate_t0,hr_t1,hr_t2,hr_t3,hr_t4,hr_t5,hr_t6,delta_T,sigma_T0,sigma_A,sigma_alpha,fit_ok,roi_std_spaziale_mean,roi_skew_spaziale_mean,bed_temp_C,bed_temp_std_C,T0,T1,T2,T3,T4,T5,T6
Rec-022_10s_1,10,2.5,6,83.76848037809225,11.847493708319922,0.012163208907119841,95.61597408641217,273.8698316685477,0.14410354100008316,0.10106580265406248,0.055463224345160114,0.032084587539882366,0.018711535044830415,0.010802402668581604,0.006173469323630504,7.9890192307692445,5.121474678137394,4.16587879583841,0.010424970055363901,True,3.420773007807004,0.4793608031917373,68.711,1.303,83.76848037809225,87.24584999999999,91.19281999999998,92.96663571428572,93.98752857142858,94.61073636363636,95.23486923076923
Rec-024_90s_1,90,1.75,6,74.80345650388968,20.518619888453987,0.011729093505756278,95.32207639234366,327.73283280364416,0.24066481128074727,0.171944392823465,0.0986910273893506,0.055875891014150574,0.03264035959442905,0.019405562173166552,0.011313779794899908,14.429153846153866,6.157485501968442,5.0226281854359796,0.006586551172800035,True,3.887356869148222,0.43056736581621996,65.416,2.467,74.80345650388968,80.22355384615383,87.54136153846154,90.01987,92.34718461538462,93.12626666666667,94.6527076923077
Rec-025_30s_1,30,1.75,6,77.86718869311903,19.150110881107995,0.010320123342739107,97.01729957422702,353.38803582564736,0.1976315063201648,0.14931241663090689,0.08912453841046623,0.05544042527899924,0.035755488569064194,0.022395458487823636,0.01451834484968844,13.176638181818191,3.1294471516353775,2.370781245286424,0.00472903390512205,True,3.467909424524155,0.4872450403275945,67.051,1.965,77.86718869311903,82.44557999999999,88.88815833333332,91.27775833333334,93.1689,95.01684615384616,95.62221818181818
Rec-026_60s_2,60,2.0,6,71.73462986487807,22.804437283999636,0.012545932226326878,94.5390671488777,320.17991568497393,0.2861029246245812,0.1996771006782044,0.11306384256703622,0.06243411530407832,0.03550043306462884,0.019809449015807758,0.010870419455239304,15.216045454545451,3.1490173806684756,2.5467102361063407,0.003724137961576102,True,3.377469704603657,0.44248879273902425,64.007,2.429,71.73462986487807,78.5970090909091,85.56752307692308,89.63192222222223,91.54930769230769,92.84172857142858,93.81305454545455
Rec-028_30s_2,30,1.75,6,75.6505637401946,18.29282632580919,0.012546723545288513,93.94339006600379,302.59473117938546,0.22951503477190374,0.15818244359543676,0.08661788712198054,0.0478288060580614,0.02679961954967286,0.014985096900436048,0.008378967048366152,11.888396153846145,5.048151180305558,4.277049342491511,0.005747389642021838,True,3.3688977585893487,0.43979108814728196,64.356,1.958,75.6505637401946,81.30905384615386,87.09833076923077,90.05497272727273,91.76915714285714,92.95975,93.19745
Rec-029_10s_2,10,2.5,6,83.94141848442673,12.704174348358702,0.010221865093167979,96.64559283278544,315.70203299317103,0.12986035630900786,0.09540205259491197,0.05840786581752075,0.03674710150233793,0.022574413429046765,0.014010355639854335,0.008935522999000663,8.360263333333322,4.976187459293175,3.797376340228424,0.008906226351947218,True,3.235515270341122,0.2009748648244335,70.217,1.174,83.94141848442673,87.38556666666666,90.78776666666666,93.14972,94.49149999999999,95.26038,95.74582999999998
Rec-030_90s_2,90,1.75,6,72.50541330941441,22.084222648762356,0.011917670023527966,94.58963595817676,330.0552468091788,0.2631924782540725,0.19153701639058898,0.10852770462641496,0.06247835050459861,0.03661694941888938,0.020461225974308887,0.011991796686351192,15.276473076923082,4.377999026956306,3.6879882144645184,0.004243148823238575,True,3.5683269876044346,0.49165659740928214,63.943,2.541,72.50541330941441,78.45617692307691,85.56773636363636,89.33131818181819,91.59684999999999,92.60696666666666,93.73264999999999
Rec-031_30s_3,30,1.75,6,76.79361230368458,19.105914063761617,0.010056767812194075,95.8995263674462,359.8420201787396,0.19214374157898392,0.14547532770267294,0.08902355595380276,0.05558475923189746,0.0347643771683323,0.021561228972065236,0.0131722866195091,12.776890151515161,3.5496662661462755,2.651554386125518,0.003884816902548853,True,3.2070872180808627,0.5758955356161922,65.816,1.854,76.79361230368458,81.81511818181818,86.88175000000001,91.35396666666666,92.42141538461539,93.49647500000002,94.59200833333334
Rec-032_30s_4,30,2.0,6,77.2166907860547,17.68781119152533,0.012586384820141818,94.90450197758003,299.21978255464177,0.222625598282549,0.16049221290755078,0.08995159766651216,0.04978489552976448,0.02738124682030016,0.015282206734682793,0.008547319804006366,12.357655555555539,3.8998988752394426,3.24930570648413,0.005096151242604594,True,3.2208338154613276,0.5201466606037527,65.72,1.782,77.2166907860547,82.00150000000002,87.96579999999997,90.84137777777777,92.59440000000001,93.56537857142857,94.35915555555556
Rec-G3_S60_1,60,2.0,6,73.50250322662299,21.79088142001713,0.008761063061834854,95.29338464664012,412.32584733266674,0.19091128629373552,0.14111175637576068,0.08514288724980763,0.05197646322361975,0.03191550074969027,0.019483187669131253,0.01192852262421729,14.613199999999978,6.157084143320223,4.781137019346698,0.006396644667128824,True,3.7637502843977835,0.5065446692172788,65.442,1.96,73.50250322662299,79.20848571428571,85.52759285714286,89.32465714285715,91.65932142857142,93.24232857142859,93.82168571428569
